rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2EVJSQTl0bqHISNlJbhNIc","Anton Westerlin, Annika","Blodigt (feat. Annika)","Universal Music A/S",1,1,3,"895076"
2,"spotify:track:5zaXybxrzGiDd6IPWIHheW","Zuloo, Lamin","SIKKE EN TYPE","ZULOOVERSE",2,2,2,"531098"
3,"spotify:track:2v5RxyOtY5uSH2EAtz94SL","Benjamin Hav, Lukas Graham","Du ligner din mor","Sony Music Entertainment",1,3,7,"519243"
4,"spotify:track:4GZt2BpQpWhkEAgmfUrQOu","Annika","Luk Mig Ind","Universal Music A/S",3,4,11,"507569"
5,"spotify:track:6xm5NjUzitBPdgtUUXR6P6","KESI, Noah Carter, Benny Jamz","Flad Af Grin (feat. Noah Carter & Benny Jamz)","Universal Music A/S",5,49,2,"463107"
6,"spotify:track:7px3lmdf4nzNEMt6zaQ5yJ","Marstein, Annika","SAMMEN","Universal Music AS",1,5,16,"412963"
7,"spotify:track:00Ma3dn1eTeuz8LYEpUXQo","JOSVA, Artigeardit","Lonely (feat. Artigeardit)","Sony Music Entertainment",1,6,6,"402223"
8,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",4,7,26,"371645"
9,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",9,80,26,"365968"
10,"spotify:track:2p4cYfKQbg8xHXNG4eQaGo","Omar, Mumle","Hele Vejen (feat. Mumle)","WM Denmark",10,-1,1,"338822"
11,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",8,15,39,"325929"
12,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",7,9,17,"324657"
13,"spotify:track:6KliOBbtUUSwHHFjDzYVPe","Annika","Knuser Hjerter","Universal Music A/S",6,10,51,"315506"
14,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",6,8,11,"302753"
15,"spotify:track:0fFMt9cc1EEQDIWLGDcqKd","Annika","Så længe jeg er sexy.","Universal Music A/S",2,14,28,"293787"
16,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",7,12,17,"281814"
17,"spotify:track:7CW3Tjll8pUMZxsuo8GZgV","Suspekt, URO","Tænker Ik På Andre (feat. URO)","Universal Music A/S",1,13,24,"270339"
18,"spotify:track:7lVulCaDsVV36C9IsaerEg","KESI, Noah Carter","Supernova (feat. Noah Carter)","Universal Music A/S",18,66,2,"265725"
19,"spotify:track:3qIvu40vMOHaTx7GLhthhn","Tobias Rahim, Kabusa Oriental Choir","Regntid (feat. Kabusa Oriental Choir)","Os Der Følger Floden",19,-1,1,"265199"
20,"spotify:track:0nVUuzrVZc5t9S48ifesg6","APHACA","Smelter Under Månen","a United Records release",12,16,25,"260044"
21,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",8,73,77,"258978"
22,"spotify:track:6qqrTXSdwiJaq8SO0X2lSe","Alex Warren","Ordinary","Atlantic Records",22,-1,1,"253491"
23,"spotify:track:3ZNTae1ZOrSaURxMZAVFq6","Ankerstjerne, Daniel Schulz, Panamah","Børn Af Natten (Hola Bonita)","10 Lions Ent",2,22,45,"251483"
