rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6qCmwE9TO2j9JiEXZ4exyM","Anton Westerlin, Lamin, ozzy","Entré (feat. Lamin & ozzy)","Universal Music A/S",1,1,2,"593681"
2,"spotify:track:2p4cYfKQbg8xHXNG4eQaGo","Omar, Mumle","Hele Vejen (feat. Mumle)","WM Denmark",1,2,6,"572131"
3,"spotify:track:6qqrTXSdwiJaq8SO0X2lSe","Alex Warren","Ordinary","Atlantic Records",3,5,6,"521618"
4,"spotify:track:2EVJSQTl0bqHISNlJbhNIc","Anton Westerlin, Annika","Blodigt (feat. Annika)","Universal Music A/S",1,3,8,"454319"
5,"spotify:track:2v5RxyOtY5uSH2EAtz94SL","Benjamin Hav, Lukas Graham","Du ligner din mor","Sony Music Entertainment",1,4,12,"432504"
6,"spotify:track:0i4Tf0W7BdBXBdRO5AfuWI","Mille","drikker med mig selv","WM Denmark",6,7,4,"341233"
7,"spotify:track:0nVUuzrVZc5t9S48ifesg6","APHACA","Smelter Under Månen","a United Records release",5,6,30,"340793"
8,"spotify:track:3LPLRNr58Z9Pn0clnEtkXb","Doechii","Anxiety","Top Dawg Entertainment/Capitol Records",8,21,2,"333643"
9,"spotify:track:4bdhr8csdbOX690DKsBOnH","Benny Jamz","Pilot","Universal Music A/S",9,-1,1,"331964"
10,"spotify:track:4GZt2BpQpWhkEAgmfUrQOu","Annika","Luk Mig Ind","Universal Music A/S",3,9,16,"329051"
11,"spotify:track:00Ma3dn1eTeuz8LYEpUXQo","JOSVA, Artigeardit","Lonely (feat. Artigeardit)","Sony Music Entertainment",1,11,11,"280337"
12,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",4,12,31,"274207"
13,"spotify:track:4aWP69rMu7KsJ2tGVP5KQJ","Berg","Koldblodet Killer","Sony Music Entertainment",6,10,6,"273397"
14,"spotify:track:7CW3Tjll8pUMZxsuo8GZgV","Suspekt, URO","Tænker Ik På Andre (feat. URO)","Universal Music A/S",1,16,29,"261589"
15,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",6,17,16,"258220"
16,"spotify:track:7px3lmdf4nzNEMt6zaQ5yJ","Marstein, Annika","SAMMEN","Universal Music AS",1,14,21,"257662"
17,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",7,18,22,"254296"
18,"spotify:track:6iycYUk3oB0NPMdaDUrN1w","Playboi Carti","EVIL J0RDAN","AWGE/Interscope Records",18,-1,1,"247379"
19,"spotify:track:3ZNTae1ZOrSaURxMZAVFq6","Ankerstjerne, Daniel Schulz, Panamah","Børn Af Natten (Hola Bonita)","10 Lions Ent",2,15,50,"238667"
20,"spotify:track:2xVSw3PoyrVPWXbiWf0oqx","Zuloo","CHECK","ZULOOVERSE",8,8,2,"236373"
21,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",8,19,44,"234825"
22,"spotify:track:5zaXybxrzGiDd6IPWIHheW","Zuloo, Lamin","SIKKE EN TYPE","ZULOOVERSE",2,13,7,"233882"
23,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",7,20,22,"231794"
24,"spotify:track:0Y7lLJhJEb2B9EMOiOc94Z","APHACA","Et sted hvor vi de første","Universal Music A/S",15,32,3,"227832"
25,"spotify:track:5O2NovuSaij0nsULxUt8V5","Ella Augusta","Baglæns","The Bank Records",23,23,48,"223420"
26,"spotify:track:6KliOBbtUUSwHHFjDzYVPe","Annika","Knuser Hjerter","Universal Music A/S",6,22,56,"217907"
27,"spotify:track:4ie8pperNOMrPHDi3Jko7p","Tes Boys, Mario Riera","Bollet En Nordmand (feat. Mario Riera)","TB Entertainment",27,51,3,"214528"
28,"spotify:track:68qeaZhtMZ6abrJCYt6nQn","Playboi Carti, The Weeknd","RATHER LIE (with The Weeknd)","AWGE/Interscope Records",28,-1,1,"212659"
29,"spotify:track:6EfIo8vxfIBT2IZrzGHbpP","Mumle, Svea S","Hvor Solen Ik' Skinner","Capitol Records",13,30,35,"208896"
