rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2gThkoApt6B7ajBWZRLAVv","KAJ","Bara Bada Bastu","WM Sweden",1,2,2,"935265"
2,"spotify:track:7AEPMkRjqF9wPoOBAPpRp5","Jore & Zpoppa, ibe, Elastinen","MVP (feat. ibe & Elastinen)","WM Finland",2,-1,1,"701428"
3,"spotify:track:6wspZiK5qqoX0HL6zYX4CQ","Averagekidluke","Mitä meist jää","WM Finland",3,-1,1,"597082"
4,"spotify:track:728CCaVme0Ppv8zrG9caYE","Ares","Menestys on paras tapa kostaa","WM Finland",1,3,9,"570119"
5,"spotify:track:19LWPpXTX49k1KANJ46ydb","Turisti","Diana","WM Finland",1,1,3,"555516"
6,"spotify:track:5FWF6wWO488FWlljL3Fgo3","JVG","Rehellisesti","PME Records",1,4,5,"457379"
7,"spotify:track:3rDcrOoZrJkcfw6hAiS81v","Ege Zulu","Nostetaan malja","PME Records",5,5,2,"409560"
8,"spotify:track:3P1pM5vlWSugzuBlVKRZjG","Ares, Bizi","T-paita (feat. Bizi)","WM Finland",2,7,6,"392428"
9,"spotify:track:52NFoPnzxOKPIcJIQ9mb5Q","Erika Vikman","ICH KOMME","WM Finland",1,6,7,"378032"
10,"spotify:track:1Ksud6DSBg0brnHcjVbm3k","Jaakko Kulta","Tupakkaa ja rakkautta","WM Finland",10,-1,1,"377397"
11,"spotify:track:4d7xDAIBA521hbsGZieQvQ","Isac Elliot","Ehkä Se Siitä","WM Finland",3,8,5,"366694"
12,"spotify:track:56gErvTUBhx82XqEauET28","Nelli Matula","Hitaammin hautaan","Universal Music Oy",2,9,8,"343458"
13,"spotify:track:7fdNCtxfZArtOZK3hLqqm3","Turisti","Taikuri","WM Finland",1,13,24,"333426"
14,"spotify:track:0HB5nPu3zdtVTvtsrgLc27","Mouhous","Huppu pääs","WM Finland",5,12,3,"331619"
15,"spotify:track:6OyeI54Bby8Jd4ltzzB7b2","Young Mike, Sexmane","Nirvanaan","G Town Records",15,-1,1,"317784"
16,"spotify:track:0DbUrs6t9JLcFx3EsMcPY3","Bizi","Ikävä mua","PME Records",9,15,3,"312642"
17,"spotify:track:5ZLUm9eab8y3tqQ1OhQSHI","Lady Gaga","Abracadabra","Interscope Records",8,16,5,"308828"
18,"spotify:track:6zLzNEyVqtyZoohE75maSy","Averagekidluke","Diva","WM Finland",1,18,16,"292323"
19,"spotify:track:3e2mYXFNuwiXChs7frlpQc","Annika Eklund, BESS, Eini, Keira, Laura Voutilainen, Linda Lampenius","Shanghain valot - UMK edit","WM Finland",10,14,4,"286219"
20,"spotify:track:4gmir4Q2IHvYB94pPP1TYW","Jore & Zpoppa","Hän","WM Finland",13,19,4,"270531"
21,"spotify:track:36lT6tdND08VVvv3HwbhZD","Mirella","Timanttei","Universal Music Oy",1,20,61,"246372"
22,"spotify:track:2gYKkaZDgonVODfPQBQtW3","Aliisa Syrjä, Robin Packalen","Leijonanruokaa","WM Finland",10,10,2,"242715"
23,"spotify:track:5CbkZJipjT198pDW8v3k2u","Ares, Averagekidluke, Turisti","Iha miten vaa","WM Finland",2,24,19,"240327"
24,"spotify:track:4d4jaU4L2WiA4m181RaaWG","william, Isac Elliot","Anteeks","WM Finland",2,23,14,"234596"
25,"spotify:track:74mrMx3a96hGBzVfxNx6g2","Pyhimys","Valo pimeän","Universal Music Oy",3,36,32,"227718"
26,"spotify:track:0uBQFamFpphOS27wIXPeiT","VIIVI","Aina","WM Finland",3,17,8,"226372"
27,"spotify:track:3wRxUXh6dJLurn1RgLIeUD","william, AHTI","Lampaita","WM Finland",11,11,2,"222265"
28,"spotify:track:4n6PzDyWGkjAVRl74aR8Pb","Sliki, Turisti","Ne oli vääräs (feat. Turisti)","Sony Music Entertainment Finland",5,27,17,"215741"
29,"spotify:track:4xlcLdfBSMO56LEbhfbVtx","Goldielocks","Made Of","Sony Music Entertainment Finland",8,21,8,"208699"
30,"spotify:track:4Fzm0uCnAM4Ep59ZVvi5wB","BESS","Anna tulla","Universal Music Oy",30,-1,1,"206358"
31,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",11,26,29,"204026"
32,"spotify:track:17MJxFMzJkmy1f9m1ubTS3","costee","Sekaisin","WM Finland",5,22,8,"203003"
33,"spotify:track:3gEmQZnsmDrttYiBM2WYdD","Mirella, Lauri Haav","Luotathan","Universal Music Oy",1,29,40,"195625"
34,"spotify:track:71hoYrgo1nxzWp9hfhu0Fi","Averagekidluke, Turisti","Vitun hyvin","WM Finland",1,30,29,"190835"
35,"spotify:track:4OUdNzrfhl2AVu0qTNUIkz","AHTI, Isac Elliot","Sun luokse","WM Finland",2,32,23,"188123"
36,"spotify:track:6JJOkXsbhZAWfJUIFApXIp","Bee","Ei me kuolla kuitenkaan","Sony Music Entertainment Finland",36,-1,1,"187923"
37,"spotify:track:73kBsYMLlAQFcGym49f74g","Turisti, Sexmane","Lightskinboy (feat. Sexmane)","WM Finland",6,37,41,"181375"
38,"spotify:track:5A5sHRQoeJHzMULQGPLoOV","ibe","Marraskuu","Skorpioni",1,33,18,"179741"
39,"spotify:track:3oKey2erW2wHwlOWV8ZGg9","Mikael Gabriel","Valinnu mun tien","WM Finland",39,-1,1,"177189"
