rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:728CCaVme0Ppv8zrG9caYE","Ares","Menestys on paras tapa kostaa","WM Finland",1,1,4,"937967"
2,"spotify:track:3P1pM5vlWSugzuBlVKRZjG","Ares, Bizi","T-paita (feat. Bizi)","WM Finland",2,-1,1,"768695"
3,"spotify:track:3YxP03ZZuWO31SoE0uigI3","Ares","Ɐ","WM Finland",3,-1,1,"406952"
4,"spotify:track:52NFoPnzxOKPIcJIQ9mb5Q","Erika Vikman","ICH KOMME","WM Finland",2,2,2,"392638"
5,"spotify:track:7fdNCtxfZArtOZK3hLqqm3","Turisti","Taikuri","WM Finland",1,7,19,"386916"
6,"spotify:track:0uBQFamFpphOS27wIXPeiT","VIIVI","Aina","WM Finland",3,3,3,"381374"
7,"spotify:track:56gErvTUBhx82XqEauET28","Nelli Matula","Hitaammin hautaan","Universal Music Oy",2,4,3,"376331"
8,"spotify:track:6OKQ4Zca1qPutoAP70WDJY","kia","bändipaita","WM Finland",8,-1,1,"373920"
9,"spotify:track:6zLzNEyVqtyZoohE75maSy","Averagekidluke","Diva","WM Finland",1,6,11,"358064"
10,"spotify:track:5CbkZJipjT198pDW8v3k2u","Ares, Averagekidluke, Turisti","Iha miten vaa","WM Finland",2,12,14,"336868"
11,"spotify:track:17MJxFMzJkmy1f9m1ubTS3","costee","Sekaisin","WM Finland",5,5,3,"317542"
12,"spotify:track:4d4jaU4L2WiA4m181RaaWG","william, Isac Elliot","Anteeks","WM Finland",2,9,9,"314402"
13,"spotify:track:4n6PzDyWGkjAVRl74aR8Pb","Sliki, Turisti","Ne oli vääräs (feat. Turisti)","Sony Music Entertainment Finland",5,17,12,"275210"
14,"spotify:track:7pas0lEEhW9FpmWkDJ260C","Bizi","Päivä joka meidät pilaa","PME Records",14,15,2,"261848"
15,"spotify:track:62fvSFu3kdDzTd0z5LQcnX","JVG","Tili tuli, tili meni","PME Records",4,10,3,"260985"
