,Unnamed: 0,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
661,61,62,spotify:track:0d2Twch3UzAIY8yePbkAzz,Aitch,A Guy Called?,NQ Records,62,-1,1,841551,4,United Kingdom
662,62,63,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,26,54,165,806490,4,United Kingdom
663,63,64,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",9,51,10,805773,4,United Kingdom
664,64,65,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,13,55,94,802965,4,United Kingdom
665,65,66,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,60,113,800753,4,United Kingdom
666,66,67,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,41,50,5,792031,4,United Kingdom
667,67,68,spotify:track:2qzzG3HPPphZekVBxlEFLy,Central Cee,St. Patrick's,Columbia,68,-1,1,788343,4,United Kingdom
668,68,69,spotify:track:0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,Sex on Fire,RCA/Legacy,40,57,201,785550,4,United Kingdom
669,69,70,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,28,59,33,778021,4,United Kingdom
670,70,71,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,24,76,354,777901,4,United Kingdom
671,71,72,spotify:track:2Vl3QjdFTFYF9MGyFIxATt,Central Cee,Top Freestyle,Columbia,72,-1,1,775596,4,United Kingdom
672,72,73,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,22,66,132,761090,4,United Kingdom
673,73,74,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,53,64,19,760252,4,United Kingdom
674,74,75,spotify:track:0d28khcov6AiegSCpG5TuT,"Gorillaz, De La Soul",Feel Good Inc.,Parlophone UK,58,58,43,757123,4,United Kingdom
675,75,76,spotify:track:5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,No. 1 Party Anthem,Domino Recording Co,71,71,10,752938,4,United Kingdom
676,76,77,spotify:track:3HrHhTWonBqF4mDasi8xvC,"Chase & Status, Stormzy",BACKBONE,EMI,1,62,25,750677,4,United Kingdom
677,77,78,spotify:track:1KZG1H1OCugGqIRmk1wF9m,"Sam Barber, Avery Anna",Indigo (feat. Avery Anna),Lockeland Springs/Atlantic,56,56,6,748653,4,United Kingdom
678,78,79,spotify:track:5M2lX0ZAYSAzCs1xPPi9BX,"Sexyy Red, Bruno Mars",Fat Juicy & Wet,gamma. / Atlantic Records,79,-1,1,746635,4,United Kingdom
679,79,80,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,48,65,259,744201,4,United Kingdom
680,80,81,spotify:track:456WNXWhDwYOSf5SpTuqxd,Florence + The Machine,Dog Days Are Over,Universal-Island Records Ltd.,21,68,139,736607,4,United Kingdom
681,81,82,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,The Kooks,Naive,Virgin Records,54,67,364,729266,4,United Kingdom
682,82,83,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,Def Jam Recordings,83,85,5,728131,4,United Kingdom
683,83,84,spotify:track:79EyMEZdtzSoAvVA381QUf,"Central Cee, Young Miko",Gata (feat. Young Miko),Columbia,84,-1,1,724464,4,United Kingdom
684,84,85,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,69,79,40,723740,4,United Kingdom
685,85,86,spotify:track:5QMrH5nszZZR3nefIj6Mar,"Cynthia Erivo, Ariana Grande",Defying Gravity,Universal Studios and Republic Records,14,52,10,721321,4,United Kingdom
686,86,87,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,61,49,716797,4,United Kingdom
687,87,88,spotify:track:24XihnoVPWXlKJ4BgXqjVM,Tate McRae,It's ok I'm ok,RCA Records Label,26,-1,16,711930,4,United Kingdom
688,88,89,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,19,89,221,710196,4,United Kingdom
689,89,90,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,2,96,50,707512,4,United Kingdom
690,90,91,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,51,74,35,705998,4,United Kingdom
691,91,92,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Vance Joy,Riptide,Atlantic Records,13,87,376,704720,4,United Kingdom
692,92,93,spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,1,77,26,700879,4,United Kingdom
693,93,94,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,33,63,35,699273,4,United Kingdom
694,94,95,spotify:track:5rF6YUIlgiat22OT1lWspJ,Sam Fender,Seventeen Going Under,Polydor Records,2,100,135,694249,4,United Kingdom
695,95,96,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,4,73,77,691960,4,United Kingdom
696,96,97,spotify:track:6kopmMZiyLmw7h66uXcXR7,"Mark Ronson, Amy Winehouse",Valerie (feat. Amy Winehouse) - Version Revisited,Columbia,40,80,50,683562,4,United Kingdom
697,97,98,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,Parlophone Records Limited,64,88,21,679211,4,United Kingdom
698,98,99,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",13,75,45,678262,4,United Kingdom
699,99,100,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,Can't Stop,Warner Records,69,91,73,677947,4,United Kingdom
700,100,101,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),37,84,164,677213,4,United Kingdom
701,101,102,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,90,90,47,673982,4,United Kingdom
702,102,103,spotify:track:4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,"I miss you, I’m sorry","Gracie Abrams, under exclusive license to Interscope Records",48,72,25,672424,4,United Kingdom
703,103,104,spotify:track:21B4gaTWnTkuSh77iWEXdS,Sabrina Carpenter,Juno,Island Records,19,69,23,671176,4,United Kingdom
704,104,105,spotify:track:6Hh3KXHI7aabjuVJWbTmh3,Central Cee,Up North,Columbia,105,-1,1,665943,4,United Kingdom
705,105,106,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,68,109,260,665899,4,United Kingdom
706,106,107,spotify:track:244AvzGQ4Ksa5637JQu5Gy,Florence + The Machine,You've Got The Love,Universal-Island Records Ltd.,71,82,127,664740,4,United Kingdom
707,107,108,spotify:track:25FTMokYEbEWHEdss5JLZS,Wheatus,Teenage Dirtbag,Columbia,72,86,33,663186,4,United Kingdom
708,108,109,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,Nice Life/Atlantic,93,93,4,661453,4,United Kingdom
709,109,110,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,32,95,108,661276,4,United Kingdom
710,110,111,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,Cactus Jack / Atlantic,78,78,7,654822,4,United Kingdom
711,111,112,spotify:track:789CxjEOtO76BVD1A9yJQH,"Rihanna, Mikky Ekko",Stay,Def Jam Recordings,79,116,46,651359,4,United Kingdom
712,112,113,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,4,81,47,649252,4,United Kingdom
713,113,114,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,92,99,640386,4,United Kingdom
714,114,115,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",6,106,38,636678,4,United Kingdom
715,115,116,spotify:track:5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Chasing Cars,Polydor Records,99,101,108,636539,4,United Kingdom
716,116,117,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),104,104,14,635910,4,United Kingdom
717,117,118,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,Island Records,41,94,53,635729,4,United Kingdom
718,118,119,spotify:track:0P6BV6kf3gQ28Wr0PBJ2dS,Central Cee,Walk In Wardrobe,Columbia,119,-1,1,635111,4,United Kingdom
719,119,120,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,108,207,634796,4,United Kingdom
720,120,121,spotify:track:3laJd1swBVGMApJGYrCDAS,Central Cee,Gen Z Luv,Columbia,51,-1,4,631317,4,United Kingdom
721,121,122,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,Everywhere - 2017 Remaster,Rhino/Warner Records,47,118,304,630805,4,United Kingdom
722,122,123,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,Shut Up and Dance,RCA Records Label,52,102,168,628252,4,United Kingdom
723,123,124,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,99,114,161,627933,4,United Kingdom
724,124,125,spotify:track:7e8utCy2JlSB8dRHKi49xM,Arctic Monkeys,Fluorescent Adolescent,Domino Recording Co,40,132,260,626546,4,United Kingdom
725,125,126,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,Brazil,Tomplicated,59,103,117,625632,4,United Kingdom
726,126,127,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Boys Don't Cry,95,113,14,624061,4,United Kingdom
727,127,128,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,11,130,57,622572,4,United Kingdom
728,128,129,spotify:track:5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rhino/Warner Records,74,128,226,621293,4,United Kingdom
729,129,130,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,29,135,221,619930,4,United Kingdom
730,130,131,spotify:track:1f18HzFpegqvH4ibGJyeMJ,Tate McRae,2 hands,RCA Records Label,28,-1,4,618030,4,United Kingdom
731,131,132,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,Universal Music AB,16,97,160,614248,4,United Kingdom
732,132,133,spotify:track:5wbg8kepMFoMzHOEuxiI0q,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",47,99,33,612664,4,United Kingdom
733,133,134,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,1,-1,74,611199,4,United Kingdom
734,134,135,spotify:track:3Fzlg5r1IjhLk2qRw667od,Toploader,Dancing in the Moonlight,Sony Soho Square,60,112,281,608993,4,United Kingdom
735,135,136,spotify:track:0OpC8hRrbsh24taKOsQBEX,beabadoobee,Real Man,Dirty Hit,105,105,3,607198,4,United Kingdom
736,136,137,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,2,110,45,602910,4,United Kingdom
737,137,138,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,2,111,105,601782,4,United Kingdom
738,138,139,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,68,153,30,598944,4,United Kingdom
739,139,140,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,Use Somebody,RCA/Legacy,122,122,23,598268,4,United Kingdom
740,140,141,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,Columbia,85,119,195,598242,4,United Kingdom
741,141,142,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,35,70,24,597790,4,United Kingdom
742,142,143,spotify:track:7eGuPhpdS8sBjPJNuAShUX,"Ariana Grande, Cynthia Erivo",What Is This Feeling?,Universal Studios and Republic Records,31,83,10,592644,4,United Kingdom
743,143,144,spotify:track:6MzofobZt2dm0Kf1hTThFz,Addison Rae,Diet Pepsi,Columbia,22,120,22,592171,4,United Kingdom
744,144,145,spotify:track:3WSOUb3U7tqURbBSgZTrZX,Chappell Roan,Casual,Chappell Roan PS/ Island,38,107,32,589755,4,United Kingdom
745,145,146,spotify:track:2gam98EZKrF9XuOkU13ApN,"Nelly Furtado, Timbaland",Promiscuous,Mosley / Geffen,93,144,97,589383,4,United Kingdom
746,146,147,spotify:track:4iZxeyibg6w4EFCOoAQ6Eh,Two Door Cinema Club,What You Know,Glassnote - VMG,45,151,134,588103,4,United Kingdom
747,147,148,spotify:track:41P6Tnd8KIHqON0QIydx6a,beabadoobee,the perfect pair,Dirty Hit,121,121,6,587108,4,United Kingdom
748,148,149,spotify:track:3tFed7YsjGnIfxeLEQwx3R,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",Columbia,52,98,13,587035,4,United Kingdom
749,149,150,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,20,138,30,586019,4,United Kingdom
750,150,151,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,The Kooks,She Moves In Her Own Way,Virgin Records,83,139,239,584665,4,United Kingdom
751,151,152,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,49,115,98,582264,4,United Kingdom
752,152,153,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,3,145,88,581917,4,United Kingdom
753,153,154,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,15,168,291,581078,4,United Kingdom
754,154,155,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,40,148,173,580607,4,United Kingdom
755,155,156,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,Republic Records,5,133,73,579227,4,United Kingdom
756,156,157,spotify:track:57iDDD9N9tTWe75x6qhStw,The Verve,Bitter Sweet Symphony - Remastered 2016,UMC (Universal Music Catalogue),150,150,4,578457,4,United Kingdom
757,157,158,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,65,125,42,574602,4,United Kingdom
758,158,159,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,22,147,43,573944,4,United Kingdom
759,159,160,spotify:track:27w0RH5IDt6xU3B2j7QOuy,Fontaines D.C.,Favourite,XL Recordings,133,143,6,571509,4,United Kingdom
760,160,161,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,Mario,Let Me Love You,J Records,123,123,8,571476,4,United Kingdom
761,161,162,spotify:track:3qaSqrrevBrb84xl5JlptU,Stereophonics,Dakota,UMC (Universal Music Catalogue),147,156,31,568453,4,United Kingdom
762,162,163,spotify:track:5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,Big Brother Recordings Ltd,15,181,407,566631,4,United Kingdom
763,163,164,spotify:track:7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Dancing In the Dark,Columbia,79,127,34,566065,4,United Kingdom
764,164,165,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,136,36,564226,4,United Kingdom
765,165,166,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,"Kanye West, Syleena Johnson",All Falls Down,Roc-A-Fella,93,165,45,563991,4,United Kingdom
766,166,167,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,10,140,48,563190,4,United Kingdom
767,167,168,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,34,129,38,562983,4,United Kingdom
768,168,169,spotify:track:0MXmiqd7zoXxv6Gqn9ahhQ,Fontaines D.C.,Bug,XL Recordings,132,159,6,561999,4,United Kingdom
769,169,170,spotify:track:1LzNfuep1bnAUR9skqdHCK,Mazzy Star,Fade Into You,Capitol Records,158,158,9,561757,4,United Kingdom
770,170,171,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,Warner Records,94,117,15,561317,4,United Kingdom
771,171,172,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,98,183,37,559149,4,United Kingdom
772,172,173,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,6,182,206,557546,4,United Kingdom
773,173,174,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,The Fray,How to Save a Life,Epic,163,163,8,557357,4,United Kingdom
774,174,175,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,113,175,24,554596,4,United Kingdom
775,175,176,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,90,141,79,553794,4,United Kingdom
776,176,177,spotify:track:6CltzquypraYIlWFp48m1O,Sam Fender,Hypersonic Missiles,Polydor Records,66,170,57,553031,4,United Kingdom
777,177,178,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,1,174,313,552724,4,United Kingdom
778,178,179,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,38,173,200,552451,4,United Kingdom
779,179,180,spotify:track:1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,Arista/LaFace Records,72,171,98,552344,4,United Kingdom
780,180,181,spotify:track:20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Take Me Out,Domino Recording Co,112,-1,32,549980,4,United Kingdom
781,181,182,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,85,197,180,548036,4,United Kingdom
782,182,183,spotify:track:0TwBtDAWpkpM3srywFVOV5,"Beyoncé, JAY-Z",Crazy In Love (feat. JAY-Z),Columbia,102,-1,28,547440,4,United Kingdom
783,183,184,spotify:track:47a0VtquI7xeShHOYJpzXZ,Central Cee,Must Be,Columbia,184,-1,1,547064,4,United Kingdom
784,184,185,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,2,184,161,546660,4,United Kingdom
785,185,186,spotify:track:7EZC6E7UjZe63f1jRmkWxt,The Cranberries,Zombie,Island Records,81,199,29,545596,4,United Kingdom
786,186,187,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,34,-1,82,545501,4,United Kingdom
787,187,188,spotify:track:51ODNNDZm21HU7wI7cccRr,"Disclosure, Sam Smith",Latch,Universal-Island Records Ltd.,127,146,5,544209,4,United Kingdom
788,188,189,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,Blur,Song 2 - 2012 Remaster,Parlophone UK,109,169,14,542779,4,United Kingdom
789,189,190,spotify:track:5lkpeJwmQKgY3bX2zChjxX,Adele,Someone Like You,XL Recordings,15,-1,109,542610,4,United Kingdom
790,190,191,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,188,37,542541,4,United Kingdom
791,191,192,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,7,157,20,541478,4,United Kingdom
792,192,193,spotify:track:3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black,Universal-Island Records Ltd.,67,180,25,541348,4,United Kingdom
793,193,194,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,35,189,84,541168,4,United Kingdom
794,194,195,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,2,-1,68,541160,4,United Kingdom
795,195,196,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,119,124,3,540669,4,United Kingdom
796,196,197,spotify:track:3aSWXU6owkZeVhh94XxEWO,"SZA, Kendrick Lamar",30 For 30 (with Kendrick Lamar),Top Dawg Entertainment/RCA Records,194,194,2,540136,4,United Kingdom
797,197,198,spotify:track:7G7tgVYORlDuVprcYHuFJh,Crowded House,Don't Dream It's Over,Capitol Records,37,149,12,539644,4,United Kingdom
798,198,199,spotify:track:0e00DiF2T9znEdmWakYSC3,Paris Paloma,labour,Nettwerk Music Group,54,167,9,539636,4,United Kingdom
799,199,200,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,85,-1,121,536684,4,United Kingdom
800,0,1,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,1,1,12,3604571,5,United Kingdom
801,1,2,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,2,16,3169148,5,United Kingdom
802,2,3,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,3,3,25,2800821,5,United Kingdom
803,3,4,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,4,4,16,2740198,5,United Kingdom
804,4,5,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,1,5,28,2523285,5,United Kingdom
805,5,6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,1,6,38,2395606,5,United Kingdom
806,6,7,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,2,9,44,2267987,5,United Kingdom
807,7,8,spotify:track:2FAZskT9yRjp2Oow9szJD8,"Chrystal, NOTION",The Days - NOTION Remix,Polydor Records,8,8,8,2019089,5,United Kingdom
808,8,9,spotify:track:0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,7,14,19,1975154,5,United Kingdom
809,9,10,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,12,24,1725479,5,United Kingdom
810,10,11,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,1,13,43,1680933,5,United Kingdom
811,11,12,spotify:track:3AWDeHLc88XogCaCnZQLVI,The Weeknd,Cry For Me,XO / Republic Records,12,-1,1,1594760,5,United Kingdom
812,12,13,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,13,46,33,1593932,5,United Kingdom
813,13,14,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Doechii,DENIAL IS A RIVER,Top Dawg Entertainment/Capitol Records,14,31,5,1587807,5,United Kingdom
814,14,15,spotify:track:2zOmS55knKWSgScYPTNmGQ,Tate McRae,Sports car,RCA Records Label,11,11,2,1579010,5,United Kingdom
815,15,16,spotify:track:5ZLUm9eab8y3tqQ1OhQSHI,Lady Gaga,Abracadabra,Interscope Records,16,-1,1,1497504,5,United Kingdom
816,16,17,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,33,55,1496470,5,United Kingdom
817,17,18,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,25,38,1476616,5,United Kingdom
818,18,19,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,16,64,1441909,5,United Kingdom
819,19,20,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,15,45,1429665,5,United Kingdom
820,20,21,spotify:track:5tgSjvWO685Z0mYKefArMI,"Central Cee, Dave",CRG (feat. Dave),Columbia,7,7,2,1425187,5,United Kingdom
821,21,22,spotify:track:7DY756WOLyOz2Xnhw4EFiC,"The Weeknd, Anitta",São Paulo (feat. Anitta),XO / Republic Records,22,-1,3,1370523,5,United Kingdom
822,22,23,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,19,71,1355528,5,United Kingdom
823,23,24,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",6,17,31,1341876,5,United Kingdom
824,24,25,spotify:track:4pftaoQbbheCXSdleWIeDK,"Central Cee, 21 Savage",GBP (feat. 21 Savage),Columbia,10,10,3,1321933,5,United Kingdom
