,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
172,173,spotify:track:1xKyLu1AbYauopjoAi0bQU,"Dillaz, Lhast",Gravidade,Seventy Five,7,132,105,80019,2,Portugal
173,174,spotify:track:0Mt4MqKdU2Z5wcBE9vybbi,"SYRO, Bispo",Brutos Diamantes,"Altafonte Portugal, Lda. sob licença exclusiva de SYRO/808",25,136,53,79885,2,Portugal
174,175,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,29,141,51,79669,2,Portugal
175,176,spotify:track:4QvTKF2UL2L8EAyDkzXlKK,Slow J,Teu Eternamente,Slow J,4,157,236,79523,2,Portugal
176,177,spotify:track:3BFh8rR6aMexy7ELu2UQy3,"DELLAFUENTE, Morad",Manos Rotas,MAAS,109,151,22,79063,2,Portugal
177,178,spotify:track:09Wq0FgNdegcLSQxab4WmJ,"Van Zee, FRANKIEONTHEGUITAR",Fica Só.,Van Zee & FRANKIEONTHEGUITAR,178,-1,1,77993,2,Portugal
178,179,spotify:track:1A6tib5hSqCJAMSBRkNV55,"LON3R JOHNY, Plutonio",UH LA LA LA,LON3R JOHNY X Plutonio,17,180,93,77958,2,Portugal
179,180,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,6,196,127,77742,2,Portugal
180,181,spotify:track:7IFsTX5H1sWcEl8joV0IdD,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,Sony Music Entertainment,25,163,35,76984,2,Portugal
181,182,spotify:track:54FV2rMVwLusAVnzROB0c1,"Orochi, Caio Luccas, Pedro Lotto, Mainstreet, Galdino, Ribb",Mesma História,Mainstreet Records,91,152,52,76578,2,Portugal
182,183,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,7,145,63,76207,2,Portugal
183,184,spotify:track:7jEX94zOJaDg9KwdUJuyhI,"GP DA ZL, Mc Jhey",Ela é Profissional,Hype do Funk,184,-1,1,76065,2,Portugal
184,185,spotify:track:2ZDJ94vF5qbZuIoA0K5ajQ,Plutonio,Sala de Audiências,Bridgetown Records,15,126,10,75986,2,Portugal
185,186,spotify:track:0gp9v2rrbNE3BN5OAcYLhi,Plutonio,Como 1 Rei,Bridgetown Records,19,127,10,75404,2,Portugal
186,187,spotify:track:3Id1PlGjXzHJRoX1l58WTK,"Ivandro, Van Zee",Chamadas,Ivandro,4,155,67,75052,2,Portugal
187,188,spotify:track:0OBv4CEP5FKS19ZQGHAUM6,"Mc Paiva ZS, DJ Ak beats, Love Funk",Fala na Cara,Love Funk,153,185,10,74885,2,Portugal
188,189,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,3,175,103,74596,2,Portugal
189,190,spotify:track:6SpI6YKn2u2oX7jSzoKDDl,Dillaz,Protagonista,Seventy Five,92,178,79,74548,2,Portugal
190,191,spotify:track:32WwWigjxpwkPklaO9vZFq,GROGNation,Coração,GROGNation,191,-1,1,74488,2,Portugal
191,192,spotify:track:3CpaYsotb6gvM1RGtksLlr,T-Rex,VOLTA,We The Gang,50,142,86,73654,2,Portugal
192,193,spotify:track:28m43rfXTN3vJseUZbenTY,"DJ Voltz, Mc Jhey, FreesTyle Sounds",Romance Fdp,FreesTyle Sounds,193,-1,1,73591,2,Portugal
193,194,spotify:track:3XqGBLVhC04xNCxRXB2pvF,"Dillaz, Julinho Ksd",Nota 100,Dillaz,4,159,48,73557,2,Portugal
194,195,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,9,153,42,73457,2,Portugal
195,196,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,Warner Records,24,164,93,73341,2,Portugal
196,197,spotify:track:6zFpImDYig0CQhLL2NIfyN,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,2,156,101,73162,2,Portugal
197,198,spotify:track:37M00uZSz6smSxZ7pHchuh,Papillon,Impec,Sente Isto,63,195,146,72949,2,Portugal
198,199,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,1,147,97,72840,2,Portugal
199,200,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,Tyla,PUSH 2 START,FAX Records/Epic,139,139,3,72502,2,Portugal
0,1,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,1,3,955180,3,Portugal
1,2,spotify:track:0BUkQGUXgcvf3gdCWYbtnJ,"Oruam, Zé Felipe, MC Tuto, Mc Rodrigo do CN, Dj Lc da Roça, MC K9, mc pl alves",Oh Garota Eu Quero Você Só Pra Mim,Mainstreet Records,1,2,5,680516,3,Portugal
2,3,spotify:track:5lGXgWvY60L80gKGk5Clgc,Plutonio,Interestelar,Bridgetown Records,1,3,12,552796,3,Portugal
3,4,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,4,5,3,496047,3,Portugal
4,5,spotify:track:4pOGEJRVOuaa9oyy7qTGf6,"Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo",Fui Mlk,WMD,3,4,8,466312,3,Portugal
5,6,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,6,6,3,434896,3,Portugal
6,7,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1,7,23,390699,3,Portugal
7,8,spotify:track:0NQyryTVbjGMtWMA1eSqIn,"J. Eskine, Alef Donk",Resenha do Arrocha,Latin Brega by HITLAB Records,6,8,6,368307,3,Portugal
8,9,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",5,9,14,325200,3,Portugal
9,10,spotify:track:6s1kzj4EbhFLXbuAGJbhbn,"MC Tuto, DJ Glenner",Barbie,Sonar Music,2,10,14,308466,3,Portugal
10,11,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,6,11,14,307685,3,Portugal
11,12,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,12,12,3,303228,3,Portugal
12,13,spotify:track:5Bp7TFENcgsdLCL8fMOSKs,"Supernova Ent, G.A, Ghard, Veigh, Niink","Adora a bunda, odeia o rosto (feat. Veigh & Niink)",Supernova Entertainment,9,13,6,290569,3,Portugal
13,14,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,2,16,30,282331,3,Portugal
14,15,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,14,36,267692,3,Portugal
15,16,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,10,18,18,265834,3,Portugal
16,17,spotify:track:5TOvA5Uhxti7FPh0EIdClV,"MC LUUKY, DJ JB Mix",Malvadinho,EDITORA E GRAVADORA A BASE RECORDS,3,15,11,260917,3,Portugal
17,18,spotify:track:7jMSd85QqbHjqlpDSr66Hg,"Mizzy Miles, Slow J, Gson",Champions League (with Slow J & Gson),Sony Music Entertainment,18,-1,1,256656,3,Portugal
18,19,spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5,"PEDRO SAMPAIO, Marina Sena",ESCADA DO PRÉDIO,WM Brazil,8,17,16,248387,3,Portugal
19,20,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,16,19,6,242136,3,Portugal
20,21,spotify:track:3TnSAp3TfGMYptOqv234uK,"MC Tuto, Grelo",Do Job,Sonar Music,21,25,7,240843,3,Portugal
21,22,spotify:track:5WEF0icHWmAZBBMglBd599,"Bad Bunny, Chuwi",WELTiTA,Rimas Entertainment LLC.,20,20,3,235403,3,Portugal
22,23,spotify:track:1UQvRmRhbX3WxSLW3NbUIU,Calema,Amar Pela Metade,Klasszik / Mondja,18,24,16,231208,3,Portugal
23,24,spotify:track:3cwVKjzKSTfvacYJF6Tkub,Léo Foguete,Última Noite - Solo,Sua Música Digital,17,22,11,224664,3,Portugal
24,25,spotify:track:4jUZymsR3lkia9wkP0o9cX,"DJ TOPO, Mc Livinho",MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,DJ TOPO,12,28,13,224153,3,Portugal
25,26,spotify:track:0qGRWcPOMkkt7edm4wMVRf,Plutonio,País das Maravilhas,Bridgetown Records,3,29,12,210530,3,Portugal
26,27,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,27,31,2,210101,3,Portugal
27,28,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,26,26,3,208595,3,Portugal
28,29,spotify:track:0iKo4pNNjHHdKUcFARlfCa,Bad Bunny,EL CLúB,Rimas Entertainment LLC.,23,23,3,207375,3,Portugal
29,30,spotify:track:6VH6SBNNL2RVWwImq046ce,"Boladin 211, Dejinha, MC Rick",Penélope Charmosa 2,Kave,30,-1,1,200459,3,Portugal
30,31,spotify:track:2drZGdAOxfE2KoMGTkidmq,"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael",365 Dias (Vida Mansa),Legenda Records,16,30,16,200254,3,Portugal
31,32,spotify:track:1Q9Efnm5csdCMFynISxL2x,"Bad Bunny, RaiNao",PERFuMITO NUEVO,Rimas Entertainment LLC.,27,27,3,194775,3,Portugal
32,33,spotify:track:0UGGLKM970ymsBBN5TKjsD,"MC Tuto, DJ Oreia",2025,Sonar Produtora,28,33,4,188414,3,Portugal
33,34,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,34,56,6,187031,3,Portugal
34,35,spotify:track:6x6EA3N9xXgptSakS7VZUg,"GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes",FANTASMA (versão GORDÃO DO PC),Alt Music,35,67,3,185268,3,Portugal
35,36,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,5,40,17,185160,3,Portugal
36,37,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,6,37,64,182229,3,Portugal
37,38,spotify:track:6vBuEFImAx36hDYiYqBtkZ,"Dillaz, Plutonio",Alô,Dillaz,1,36,49,180300,3,Portugal
38,39,spotify:track:7tCuCjhxzjX2XCz4JiiAsp,Bad Bunny,TURiSTA,Rimas Entertainment LLC.,34,34,2,180130,3,Portugal
39,40,spotify:track:1hdWqiFAy5hNRxyVpDy81P,"Mizzy Miles, Van Zee, Bispo",Bênção (with Van Zee & Bispo),Sony Music Entertainment,1,39,47,180109,3,Portugal
40,41,spotify:track:4VhSwcMCrXQgEfwls3s46o,Plutonio,Deja Vu,Bridgetown Records,2,38,11,170716,3,Portugal
41,42,spotify:track:38adAyMqsOEwCdXETWCPPa,"Bluay, Julinho Ksd",Faz Bem,Universal Music Portugal SA,17,43,53,170368,3,Portugal
42,43,spotify:track:1yjYtmNf1DpfQMjBpVy5rg,Plutonio,Luxemburgo,Bridgetown Records,10,52,16,169628,3,Portugal
43,44,spotify:track:79x7xtoCLpf6l32Zz6mWo4,Bad Bunny,BOKeTE,Rimas Entertainment LLC.,32,32,2,169550,3,Portugal
44,45,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,45,49,2,169037,3,Portugal
45,46,spotify:track:7cfIbKCASPe9FDhYjaQnDd,"LON3R JOHNY, ProfJam",0044,"Mário Cotrim, LON3R JOHNY",21,21,2,161872,3,Portugal
46,47,spotify:track:3G7agPwWfcORnWCAGMDOpm,Bad Bunny,LA MuDANZA,Rimas Entertainment LLC.,44,44,2,159659,3,Portugal
47,48,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,13,57,36,159535,3,Portugal
48,49,spotify:track:1M7pnSHpd4i5xFE2nUGq2W,Plutonio,Acordar,Bridgetown Records,24,47,35,158026,3,Portugal
49,50,spotify:track:6RjSXi9cPGroetXeNsWFGL,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,DJ TOPO,1,54,36,153594,3,Portugal
50,51,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",20,60,25,153453,3,Portugal
51,52,spotify:track:1X3ltingEVNGRoJf1dvZfQ,Plutonio,Somos Iguais,Bridgetown Records,5,62,208,147661,3,Portugal
52,53,spotify:track:5G0kKNRYFCoORvJ2VzwvrY,"Mc Livinho, DJ TOPO",MTG PASSA PASSA PRA EU SARRAR,Mc Livinho,32,51,16,147444,3,Portugal
53,54,spotify:track:4MUrUT38U98olfnyzMBCzm,Bad Bunny,KLOuFRENS,Rimas Entertainment LLC.,48,48,2,146219,3,Portugal
54,55,spotify:track:4FbYt9D0katV4nXZaC01Yt,"Mc Negão Original, DJ Guh Mix, DJ Japa NK",Medley de Igaratá 3,Cria Hit BR,42,63,6,145638,3,Portugal
55,56,spotify:track:14QaXYIK3K3QPtezqxRRPN,Bad Bunny,PIToRRO DE COCO,Rimas Entertainment LLC.,45,45,3,144595,3,Portugal
56,57,spotify:track:0fPOFtS7ZylYKcC9b64cSj,Slow J,Tata,Slow J,1,50,61,142163,3,Portugal
57,58,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",6,61,9,139149,3,Portugal
58,59,spotify:track:4c2Pc0NrfkesPR0jff6q3F,Bad Bunny,KETU TeCRÉ,Rimas Entertainment LLC.,46,46,2,137294,3,Portugal
59,60,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Virgin,14,69,26,136289,3,Portugal
60,61,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,59,52,135122,3,Portugal
61,62,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,1,65,33,134003,3,Portugal
62,63,spotify:track:3H7eBmcTJyuEMStfmKuLmG,"MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako",A Danada Me Ligando,Love Funk,37,64,20,130792,3,Portugal
63,64,spotify:track:2y5mEYDDPoQCgz55sP3eUz,Miguel Luz,Amor De Ganga,Miguel Luz,11,71,13,129010,3,Portugal
64,65,spotify:track:4ssHL7bSnOAE7HjiuLx6Co,Matuê,Crack com Mussilon,30PRAUM,6,75,20,128346,3,Portugal
65,66,spotify:track:4zww0H1u0yYvyBGixrRCb9,Dillaz,Mo Boy,Seventy Five,20,73,249,127489,3,Portugal
66,67,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,4,66,41,126068,3,Portugal
67,68,spotify:track:44BehH5rk8B5K4OtRxqpez,"MC Tuto, Oldilla",E Aí Como Que Tá ?,Sonar Music,35,68,11,124291,3,Portugal
68,69,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,11,74,43,123451,3,Portugal
69,70,spotify:track:1cTamrfYAUHnoiMf2gpq55,"Richie Campbell, Van Zee, FRANKIEONTHEGUITAR",Even,Bridgetown Records,8,70,32,117854,3,Portugal
70,71,spotify:track:7ldcYtMOjtX1eFVEYzj2kJ,"Luísa Sonza, KayBlack",Sagrado Profano,Sony Music Entertainment,1,85,34,117526,3,Portugal
71,72,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,18,80,34,116430,3,Portugal
72,73,spotify:track:4kag79fXoj4FpDB85RSxrF,"LON3R JOHNY, ProfJam",WINNER,"Mário Cotrim, LON3R JOHNY",35,35,2,116294,3,Portugal
73,74,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,53,78,19,115074,3,Portugal
74,75,spotify:track:0ZEQ6vnAHTARAgpxFF8NLS,Van Zee,Amar De Cor,Van Zee,21,76,78,114814,3,Portugal
75,76,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,76,84,85,114084,3,Portugal
76,77,spotify:track:1Hg0e997pObvZ91w1FCPFk,Bad Bunny,LO QUE LE PASÓ A HAWAii,Rimas Entertainment LLC.,72,72,2,113869,3,Portugal
77,78,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,21,88,63,113305,3,Portugal
78,79,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,Warner Records,69,92,13,113050,3,Portugal
79,80,spotify:track:71Aj0joTSW4wv8olaHNBvK,Plutonio,Montanha,Bridgetown Records,20,81,11,113035,3,Portugal
80,81,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,6,83,22,112306,3,Portugal
81,82,spotify:track:23PQOfRFXeQ6ZR4q7ZfM5r,Bispo,O Teu Cheiro,Bispo,4,90,15,111697,3,Portugal
82,83,spotify:track:31pd4crQES4hOaWHGIpzXI,"Kappa Jotta, Bispo",FIM DA NOITE,KAPPA JOTTA,24,94,9,111578,3,Portugal
83,84,spotify:track:4MF0VMffyxHsy3GZwwUnAs,Matuê,A Morte do Autotune,30PRAUM,84,96,13,111413,3,Portugal
84,85,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,2,82,20,110887,3,Portugal
85,86,spotify:track:0xGQTpN4ESETtl1Sp6rzd2,"The Weeknd, Anitta",São Paulo (feat. Anitta),XO / Republic Records,3,87,13,110415,3,Portugal
86,87,spotify:track:6sGPJxpOHbXF8BJGmoO3B2,"LON3R JOHNY, ProfJam",DOVE,"Mário Cotrim, LON3R JOHNY",42,42,2,109309,3,Portugal
87,88,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,88,91,18,109133,3,Portugal
88,89,spotify:track:0bPP5cDG1ZnbAVCEa3ZbQ1,Grelo,Só Fé,Henrique & Juliano,1,95,24,107857,3,Portugal
89,90,spotify:track:2GXRtFY3WNis04B2L1d7ua,Van Zee,Alma Nua,Van Zee,3,93,81,107850,3,Portugal
90,91,spotify:track:4zbEItKoaRId1vRZkoO0Uh,"Danny Ocean, Kapo",Imagínate,Atlantic Records,91,111,2,106602,3,Portugal
91,92,spotify:track:5CtXR89REICvEZljUEK8r1,"DJ L30, MC Thaizinha",Do Jeito Que Você Mete,Conquista Records Agenciamento Artístico,57,105,16,105860,3,Portugal
92,93,spotify:track:6YdJ2jJOo143KhXT9qvQVe,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",300 no 7,MC GP & GR6,56,79,16,105693,3,Portugal
93,94,spotify:track:0vfN1RYc1aDmf46CpE7EsC,Plutonio,Casa Melhor,Bridgetown Records,6,89,11,105198,3,Portugal
94,95,spotify:track:0w7vodPWFEcuEYvWpbNbOu,WIU,Rainha da Finesse,30PRAUM,14,98,29,104941,3,Portugal
95,96,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,2,102,42,102043,3,Portugal
96,97,spotify:track:5KZJORKMEkrsNRD4dfBw1X,Wet Bed Gang,Devia Ir,Responsablembrace,1,107,340,102005,3,Portugal
97,98,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,31,116,221,100625,3,Portugal
98,99,spotify:track:5nYYQ85x9DwEiEpETQNlNC,"Bispo, Julinho Ksd",Contra Probabilidades,Mentalidade Free,52,99,31,100162,3,Portugal
99,100,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,8,110,148,99951,3,Portugal
100,101,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,50,104,80,99750,3,Portugal
101,102,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,91,106,10,99236,3,Portugal
102,103,spotify:track:3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,Warner Records,78,112,21,98413,3,Portugal
103,104,spotify:track:6RzcNTnS02dnqoQMdTkQwi,"Brenno & Matheus, DJ Ari SL",Descer Pra BC,New Music,51,86,6,98004,3,Portugal
104,105,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,66,101,71,97802,3,Portugal
105,106,spotify:track:5emD8K39MmotlCLOx9qzCH,"Central Cee, 21 Savage",GBP (feat. 21 Savage),Columbia,106,-1,1,97668,3,Portugal
106,107,spotify:track:7uekYsGKTZM2LfyjB87x0Y,"Van Zee, FRANKIEONTHEGUITAR",Como Seria? / Amor Sóbrio,Van Zee & FRANKIEONTHEGUITAR,53,53,2,97555,3,Portugal
107,108,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,30,127,142,97150,3,Portugal
108,109,spotify:track:280QfKhmWGn3LbyB39aA7u,Léo Foguete,Cópia Proibida,Sua Música Digital,109,115,4,96372,3,Portugal
109,110,spotify:track:0xKBEEJwpjaLn1QhCdyKcf,Calema,A Nossa Dança,Klasszik,12,117,94,96102,3,Portugal
110,111,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,57,136,46,95880,3,Portugal
111,112,spotify:track:0KVuFaXvgC5v4xRlSIiitI,Maninho,Até ao Fim,Parlophone Portugal,65,114,47,94543,3,Portugal
112,113,spotify:track:1WGmyxoPCfOrk7uT2z3Zuu,"PEDRO SAMPAIO, Gasparzinho, MC Meno K",CAVALINHO,WM Brazil,19,109,50,93990,3,Portugal
113,114,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",15,120,9,93742,3,Portugal
114,115,spotify:track:5kr0kja5gbZAaT7w3TGKts,Calema,Te Amo,Klasszik,8,122,254,93676,3,Portugal
115,116,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),Riot Games,7,97,9,92982,3,Portugal
116,117,spotify:track:3YsnklkstFoHWUNw6Oqici,"Maninho, Marisa Liz",Garota (feat. Marisa Liz),Parlophone Portugal,55,103,25,92497,3,Portugal
117,118,spotify:track:5QFz3c9kGLZ8LKLl7w1fpC,"LON3R JOHNY, ProfJam",DINAMITE,"Mário Cotrim, LON3R JOHNY",41,41,2,92217,3,Portugal
118,119,spotify:track:7ricDBUakN3N0YkkKE8Obu,"Beéle, Ovy On The Drums",mi refe,5020 Records,119,154,2,92181,3,Portugal
119,120,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,1,123,70,91873,3,Portugal
120,121,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,10,130,183,90477,3,Portugal
121,122,spotify:track:50yECsT0BYrk3BeqJanW7E,Slow J,Sem Ti,Slow J,8,125,82,90193,3,Portugal
122,123,spotify:track:0qeIFEGRQqHoaJtLCl0U73,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),WEA Latina,123,160,2,89827,3,Portugal
123,124,spotify:track:4DhDNNhIDdduS6nZMbSMbs,"Mc Rodrigo do CN, DJ JOAO DA INESTAN",Amantes da Foda,Mc Rodrigo Do CN,58,140,8,89826,3,Portugal
124,125,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,27,129,72,89239,3,Portugal
125,126,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,11,142,113,89222,3,Portugal
126,127,spotify:track:6YvBWNtX8L8VBxahAqo954,Gson,Farda,iM,58,119,98,89143,3,Portugal
127,128,spotify:track:1STXKGtCJeeP791CzEAqf5,Mc Jacaré,Pelo Menos,Croco Hits,82,138,9,88782,3,Portugal
128,129,spotify:track:6jYDGIdyhygAwxvaSpyXQR,Plutonio,1000 Bocados,Bridgetown Records,12,124,11,88660,3,Portugal
129,130,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,Cactus Jack / Atlantic,101,147,8,88445,3,Portugal
130,131,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,58,137,77,88007,3,Portugal
131,132,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,5,126,33,87452,3,Portugal
132,133,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),90,141,19,86366,3,Portugal
133,134,spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f,"NATTAN, Léo Foguete",Última Noite,Nattan,86,146,5,85844,3,Portugal
134,135,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,Warner Records,113,144,18,85626,3,Portugal
135,136,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,19,134,70,85376,3,Portugal
136,137,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,67,157,83,85158,3,Portugal
137,138,spotify:track:4f0aDk7HX37SfzerfznYlr,"Grupo Menos É Mais, Matheus Fernandes",Lapada Dela - Ao Vivo,Som Livre,8,155,96,85090,3,Portugal
138,139,spotify:track:5DrDpWyvharQkhsloNTN9W,"Mc J Mito, DJ Borest",Clack Bum,MK,25,135,27,84607,3,Portugal
139,140,spotify:track:02iIJMe5jh7rdnTO6dcPQL,PEDRO SAMPAIO,POCPOC,WM Brazil,1,139,59,84291,3,Portugal
140,141,spotify:track:5e0b9LgOfi3aJSKXFcOWRe,Chezile,Beanie,Chezile / 10K Projects,135,156,4,83989,3,Portugal
141,142,spotify:track:6zp1J0CsOIiGLbRKFh5kGe,Calema,Perfume,Klasszik / Mondja,81,132,45,83945,3,Portugal
142,143,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,62,128,39,83604,3,Portugal
143,144,spotify:track:2XqznQosAqM7khgOKLlotw,Plutonio,FDP,Bridgetown Records,33,131,11,83491,3,Portugal
144,145,spotify:track:3yKvL0225QoVUbf0Jlzy5o,"Ivandro, Julinho Ksd",Chakras,Ivandro,1,150,91,82884,3,Portugal
