,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
25,26,spotify:track:05ayHD9SFkfqhVUOUxBOyv,"Tream, Mia Julia",HERZBLATT (AUA AUA),3AM MUSIC,9,20,5,1169108,7,Germany
26,27,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,24,57,1168490,7,Germany
27,28,spotify:track:0JtDPZDAIEIZbE1y7aSjTB,badchieff,EIN TEIL VON MIR,Four Music/Two Sides,14,17,3,1124087,7,Germany
28,29,spotify:track:5WGctLC3bvTwld9YdVG99n,Shirin David,iconic,Juicy Money Records,29,-1,1,1107703,7,Germany
29,30,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,8,26,6,1087301,7,Germany
30,31,spotify:track:2FGKofI4AJN91ofBNDmWWB,"Wale, Sam Dew",LoveHate Thing (feat. Sam Dew),MMG/Atlantic,31,36,3,1075208,7,Germany
31,32,spotify:track:1cXo8i9dgutdqjhjz3Zwqq,"Zartmann, Drumla, Dauner",eehhhyyy,Bamboo Artists/Epic,13,40,33,1061823,7,Germany
32,33,spotify:track:2zsb697TLzjzMcRyhmuHt4,LACAZETTE,MNG,LACAZETTE,4,16,4,1060784,7,Germany
33,34,spotify:track:4b3W0IbHDwHCvjSs708Tr4,"AYLIVA, Apache 207",Wunder,Whiteheart Records/WM Germany,1,38,43,1023369,7,Germany
34,35,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,24,29,38,1013010,7,Germany
35,36,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Teddy Swims,Bad Dreams,Warner Records,24,43,16,1002644,7,Germany
36,37,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Virgin,18,42,31,965919,7,Germany
37,38,spotify:track:0f6pPvxwkvBFaIpfhAQHgt,"Helene Fischer, Florian Silbereisen",Schau mal herein,Polydor,38,67,2,948629,7,Germany
38,39,spotify:track:6leQi7NakJQS1vHRtZsroe,Pashanim,Mittelmeer,Urban,1,48,39,946403,7,Germany
39,40,spotify:track:6WpRQIRWVfmaS6gr22Zxh0,"Der Heimer, Symba, SDP",Angels Sippen Mashup,Der Heimer,40,-1,1,934166,7,Germany
40,41,spotify:track:7bkUa9kDFGxgCC7d36dzFI,Berq,Rote Flaggen,Urban,3,44,34,931266,7,Germany
41,42,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,22,41,28,915234,7,Germany
42,43,spotify:track:7DY756WOLyOz2Xnhw4EFiC,"The Weeknd, Anitta",São Paulo (feat. Anitta),XO / Republic Records,11,32,15,913162,7,Germany
43,44,spotify:track:13QjwdjKiFrKzYznJu6iiP,Shirin David,bauch beine po,Juicy Money Records,1,66,30,898952,7,Germany
44,45,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,9,50,45,894226,7,Germany
45,46,spotify:track:4hYinIaRxdaoEFSQni6K6I,Wir sind Helden,Nur ein Wort,Virgin,39,57,6,893930,7,Germany
46,47,spotify:track:6mVGbuQTbXeJz79VBG6hrm,"Shirin David, Ski Aggu",atzen & barbies (feat. ski aggu),Juicy Money Records,3,47,6,891633,7,Germany
47,48,spotify:track:0qbXfkzgbHzddl2bQ3unj3,Shirin David,fsk16,Juicy Money Records,48,-1,1,883891,7,Germany
48,49,spotify:track:559mLg44MrcA7JzYGbpXfL,"MilleniumKid, JBS",Vielleicht Vielleicht,Warner Music Central Europe,41,64,58,868304,7,Germany
49,50,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,Def Jam Recordings,31,51,9,835476,7,Germany
50,51,spotify:track:5ITV0zqzjOYfFWpW0xBmRa,"WizTheMc, bees & honey",Show Me Love,Bamboo Artists,51,70,2,827177,7,Germany
51,52,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,52,56,2,819675,7,Germany
52,53,spotify:track:13h9b9QExiGVYsAYDxpBHg,"Mali, CANEY030, Eno, HoodBlaq",STEMPEL CC,Columbia/BE.ELA.QU GmbH,14,14,2,813592,7,Germany
53,54,spotify:track:3VIEbpdr64a1mNSa8MqBAm,Fäaschtbänkler,ALL IN (Lieblingslieder),Rosenklang,54,102,5,811380,7,Germany
54,55,spotify:track:5Wjgn3FxjQ9hSuS0gjnLqM,Jazeek,C ME NOW,NINETYNINE MUSIC x Good Kid Records x Ventura Records,28,28,2,798098,7,Germany
55,56,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,43,69,225,794664,7,Germany
56,57,spotify:track:0uSHA5dbsCRMmzbidwhKwl,"Sosa La M, Luciano",Butcher,GOLD LEAGUE,4,65,11,793327,7,Germany
57,58,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,13,53,121,791040,7,Germany
58,59,spotify:track:0Mvc2FRCYnVjMTd4jx4DMq,"Zartmann, Ski Aggu, Dauner",wie du manchmal fehlst,Bamboo Artists/Epic,5,76,38,787566,7,Germany
59,60,spotify:track:2obyurbKlHom1FtwfRGbEG,"MADE, Dinaro, Asya, Kubik",Hoch,MADE Entertainment,60,-1,1,786424,7,Germany
60,61,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,15,49,9,785109,7,Germany
61,62,spotify:track:77p59nG1oU5pzd20rPxBwC,"Jazeek, Luciano, Miksu / Macloud",PLAYBOYBUNNIES,NINETYNINE MUSIC x Good Kid Records x Ventura Records,3,60,20,784652,7,Germany
62,63,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,28,46,35,775505,7,Germany
63,64,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,49,59,91,773360,7,Germany
64,65,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,11,106,52,770555,7,Germany
65,66,spotify:track:7yNQ5oPcuCC4wTqTcMRIrE,Ely Oaks,Running Around,Robots & Humans,66,111,2,767828,7,Germany
66,67,spotify:track:0nj9Bq5sHDiTxSHunhgkFb,Kendrick Lamar,squabble up,"pgLang, under exclusive license to Interscope Records",40,71,4,767135,7,Germany
67,68,spotify:track:3AWDeHLc88XogCaCnZQLVI,The Weeknd,Cry For Me,XO / Republic Records,20,35,3,764633,7,Germany
68,69,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,26,72,87,762486,7,Germany
69,70,spotify:track:0fvFSGvEAPDDMfweKvDJVa,"Apache 207, Luciano",Gesegnet,Four Music/Feder Musik,1,45,5,755198,7,Germany
70,71,spotify:track:2FiJGvN3fiXMwms9IftNV0,"FiNCH, Tream",LiEBE AUF DER RÜCKBANK,Walk This Way Records,17,75,89,746253,7,Germany
71,72,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,28,58,105,743764,7,Germany
72,73,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,2,84,58,737643,7,Germany
73,74,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,1,77,49,733192,7,Germany
74,75,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,9,80,59,727327,7,Germany
75,76,spotify:track:0UxZxHRy869KLICYYLflAT,LACAZETTE,20S,LACAZETTE,22,22,2,720824,7,Germany
76,77,spotify:track:4QveIIDRvuV7aKGOqDAbuP,ZAH1DE,Ballert auf Lautlos,Ventura Records,77,105,4,713887,7,Germany
77,78,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,33,73,216,709797,7,Germany
78,79,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,Linkin Park,Heavy Is the Crown,Warner Records,3,81,22,703611,7,Germany
79,80,spotify:track:2E53s8cIrRuty1aZdAUqvQ,"Apache 207, Luciano",Cold as Ice,Four Music/Feder Musik,4,61,5,699944,7,Germany
80,81,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,10,91,207,698070,7,Germany
81,82,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Ministry of Sound Recordings,13,78,60,698038,7,Germany
82,83,spotify:track:2zOmS55knKWSgScYPTNmGQ,Tate McRae,Sports car,RCA Records Label,27,63,4,693908,7,Germany
83,84,spotify:track:31nfdEooLEq7dn3UMcIeB5,BENNETT,Vois sur ton chemin - Techno Mix,Warner Music Central Europe,1,82,81,690825,7,Germany
84,85,spotify:track:4mVhmpRtHuzMFJlU3an4eG,"makko, Miksu / Macloud",LICHTER AUS,Futura,12,39,3,687719,7,Germany
85,86,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",4,95,49,685379,7,Germany
86,87,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,Warner Records,15,93,306,685028,7,Germany
87,88,spotify:track:3ilgxZl5g7MOQCUiky3VOG,Pashanim,Ms. Jackson,Urban,1,86,78,684146,7,Germany
88,89,spotify:track:4nV2TbyTbGljX58MKwPxvm,LACAZETTE,LID,LACAZETTE,2,79,21,681568,7,Germany
89,90,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,48,90,16,671131,7,Germany
90,91,spotify:track:6rjpIgtN4FOujp5DbZZnCh,Aymen,Jasmin,Epic/Moon Boys,31,54,3,670457,7,Germany
91,92,spotify:track:3Fh86yuOfQmmQjnAzq7JyZ,KC Rebell,Let's go,Rebell Army,92,-1,1,667935,7,Germany
92,93,spotify:track:5NtZlpRVomRYn5FYVwAYtO,Jazeek,Superstars,NINETYNINE MUSIC x Good Kid Records x VENTURA Records,27,97,65,661048,7,Germany
93,94,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,15,103,44,654811,7,Germany
94,95,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,3,94,37,654484,7,Germany
95,96,spotify:track:5lDFdYwhyarra7XImI4SN8,Ikkimel,BÖSER JUNGE,Four Music Local,96,-1,1,651297,7,Germany
96,97,spotify:track:2Uts1QFB4u2YNIMiqcb4de,"Kendrick Lamar, AZ Chike",peekaboo (feat. azchike),"pgLang, under exclusive license to Interscope Records",97,142,3,646852,7,Germany
97,98,spotify:track:0Go1JdJqEZLx1c9qLlMOUu,"Rap La Rue, Finessim",Loro Piana,Epic/DOPE/Raplarue,27,27,2,646195,7,Germany
98,99,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,2,92,80,642165,7,Germany
99,100,spotify:track:0dAorlY72lV0wIFf7ZWLsd,LACAZETTE,S&S,LACAZETTE,9,85,12,642140,7,Germany
100,101,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,CYRIL,Stumblin' In,Spinnin' Records,7,100,58,638888,7,Germany
101,102,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,57,99,81,635556,7,Germany
102,103,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Doechii,DENIAL IS A RIVER,Top Dawg Entertainment/Capitol Records,89,89,3,633881,7,Germany
103,104,spotify:track:0IWHAYlVJISbDL5Wx1aXXU,Bobby Vandamme,Juana auf Snapchat,RCA & GOLD LEAGUE/GOVA Ent.,16,74,4,631541,7,Germany
104,105,spotify:track:4MSj19TwYBLgDFj3ddEeco,"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),UROK,9,107,30,620378,7,Germany
105,106,spotify:track:21vbHZ1AJrxntjsgVfgTGW,Samra,Schwerste Tage,Cataleya Edition,106,-1,1,618556,7,Germany
106,107,spotify:track:3bg2qahpZmsg5wV2EMPXIk,"David Guetta, Alphaville, Ava Max",Forever Young,Parlophone UK,39,104,9,617583,7,Germany
107,108,spotify:track:0b0Dz0Gi86SVdBxYeiQcCP,Sabrina Carpenter,Busy Woman,Island Records,108,-1,1,617499,7,Germany
108,109,spotify:track:1eZAMIlLTzkuGhuc0lPUj4,"Monet192, BOJAN",Wanna Party,Columbia Local,109,-1,1,617130,7,Germany
109,110,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,4,108,123,614275,7,Germany
110,111,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,23,131,24,607999,7,Germany
111,112,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,UMLE - Machete,54,117,112,601411,7,Germany
112,113,spotify:track:0JsQwqykPtt03YewNbPMr5,Shirin David,⁠grwm,Juicy Money Records,113,-1,1,598525,7,Germany
113,114,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,114,143,2,592373,7,Germany
114,115,spotify:track:4OcLz7KTKPK7pVHYedr6Ek,Pashanim,Matrix Lights,Urban,87,114,8,588587,7,Germany
115,116,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,Poker Face,Streamline/Interscope,116,118,10,587999,7,Germany
116,117,spotify:track:4CPuDVC8jhhK6lA2DIt8Cf,"LISA, Doja Cat, RAYE",Born Again (feat. Doja Cat & RAYE),Lloud Co./RCA Records,55,55,2,585385,7,Germany
117,118,spotify:track:3pPMgoouYtezLiBTEeL9be,"FOURTY, Bausa, CHEKAA",VEMPA,Life is Pain,3,113,44,581743,7,Germany
118,119,spotify:track:3m0ROY5WALPwqdsaraxN6i,"01099, Gustav, Paul",Augenblick,Bamboo Artists,37,37,2,579196,7,Germany
119,120,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,3,174,52,577720,7,Germany
120,121,spotify:track:4BDEzRHyXxk0kBze9fAUXS,"Amo, Nimo",Rapstar,Epic/385i,4,110,21,575683,7,Germany
121,122,spotify:track:63Pi2NAx5yCgeLhCTOrEou,Imogen Heap,Headlock,Megaphonic,122,140,4,575071,7,Germany
122,123,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,6,101,37,565635,7,Germany
123,124,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,3,128,45,565264,7,Germany
124,125,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,8,116,46,564407,7,Germany
125,126,spotify:track:1B6Vbn2Htv85Y5HEAKXnmI,Joje,obsessed (LV),Columbia Local,126,-1,1,563860,7,Germany
126,127,spotify:track:23UBSdCPcsloNVmQZ508Zv,"Betsy, Maria Iankovskaia",Sigma Boy - Сигма Бой,Rhymes Music Inc.,97,112,11,562836,7,Germany
127,128,spotify:track:3qcreqi8RaGqahtJSQDxNI,GReeeN,Panama,recordJet,1,146,38,560012,7,Germany
128,129,spotify:track:69yw1KhYUuGwUbOImS0jju,RIAN,Verwandtschaftstreffen,Born & Raised/Warner Music Central Europe,129,130,3,558382,7,Germany
129,130,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,26,98,6,556875,7,Germany
130,131,spotify:track:2bLqfJjuC5syrsgDsZfGmn,"Timbaland, Keri Hilson, D.O.E.",The Way I Are,Interscope/Blackground Records,82,124,106,556577,7,Germany
131,132,spotify:track:78O33U6jbQtNiNfbkZudpd,"Lil Wayne, Drake",She Will,CM/Republic,127,127,4,550706,7,Germany
132,133,spotify:track:0Rgdhptwk0A3Clbu5RpYI1,"Luciano, Jazeek",Starboy,URBAN,1,169,30,547742,7,Germany
133,134,spotify:track:3aLZ0s5ulFLcFCtIZQblpo,Pashanim,Hauseingang,Urban,40,162,138,547442,7,Germany
134,135,spotify:track:0U6X8jiH7iHREOZKo8yajq,CRO,Ein Teil,BMG Rights Management,107,123,10,544526,7,Germany
135,136,spotify:track:7ySUcLPVX7KudhnmNcgY2D,Rihanna,S&M,Def Jam Recordings,119,138,21,540610,7,Germany
136,137,spotify:track:64CWBV60WRWZhb92wmxNNd,"Niklas Dee, René Miller",Around The World,Bamboo Artists,28,122,28,539154,7,Germany
137,138,spotify:track:2KTxKoM4iUYCtuUGGIh9Qu,Nena,"Irgendwie, irgendwo, irgendwann",BMG Rights Management GmbH,138,154,12,537508,7,Germany
138,139,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,Columbia,80,120,53,536835,7,Germany
139,140,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),Mr.305/Polo Grounds Music/J Records,110,148,44,536003,7,Germany
140,141,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",79,139,21,534304,7,Germany
141,142,spotify:track:6Obb1FCQLZrVRvzXWdgDma,Bibi und Tina,Bibi und Tina Lied,Kiddinx/WM Germany,123,132,37,534102,7,Germany
142,143,spotify:track:5JLbgRkto4OrrkWgAHcJZT,Souly,Bundeswehr,Souly,19,121,22,531723,7,Germany
143,144,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,143,163,18,528529,7,Germany
144,145,spotify:track:5o0osRx8kYJTOqlOSggr9Z,Alex Warren,Carry You Home,Atlantic Records,139,164,11,528410,7,Germany
145,146,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),Riot Games,16,129,13,527024,7,Germany
146,147,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,Warner Records,46,115,17,526682,7,Germany
147,148,spotify:track:4S1VYqwfkLit9mKVY3MXoo,Alphaville,Forever Young,WM Germany,36,153,28,525130,7,Germany
148,149,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,37,136,191,524932,7,Germany
149,150,spotify:track:2H7jZg2HliuQhZjfBblLrZ,Pashanim,Sommergewitter,Urban,1,151,178,522942,7,Germany
150,151,spotify:track:5WMxgYMsD1EBvov648dlCS,"KALIM, CANEY030, Yuyu19, Nizi19",CODEIN COWBOY,KALIM,89,-1,7,522278,7,Germany
151,152,spotify:track:4odiyU3myG29Ld0wurMfE8,Sean Paul,She Doesn't Mind,Atlantic Records,152,199,2,521691,7,Germany
152,153,spotify:track:5rb9QrpfcKFHM1EUbSIurX,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),LaFace Records,43,144,51,519974,7,Germany
153,154,spotify:track:7n8ySJro2yiIs1uvmDVTPu,"Shirin David, Sampagne",it girl (feat. sampagne),Juicy Money Records,2,-1,16,519407,7,Germany
154,155,spotify:track:1We3jgIztlD2Tkb0yOoX4b,Provinz,Walzer,Provinz,44,109,11,518854,7,Germany
155,156,spotify:track:28LgPbNAuQOYOcdoJzaGGP,Butrint Imeri,Lej kto rrena,96 MGMT,48,88,3,517640,7,Germany
156,157,spotify:track:3FbL8x2u8jTgDJPold5efe,"Milano, Emilio",100 Lieder (feat. Emilio),DEUX FRÈRES MUSIC,157,-1,1,517038,7,Germany
157,158,spotify:track:1CDQzbCz4KSQxHe7LMEgRM,Eminem,Houdini,Shady/Aftermath/Interscope Records,2,152,37,516413,7,Germany
158,159,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",Gangsta's Paradise,"Tommy Boy Music, LLC",39,156,181,514597,7,Germany
159,160,spotify:track:25FTMokYEbEWHEdss5JLZS,Wheatus,Teenage Dirtbag,Columbia,139,172,10,512561,7,Germany
160,161,spotify:track:7oQepKHmXDaPC3rgeLRvQu,"Udo Lindenberg, Apache 207",Komet,Warner Music Central Europe,1,157,109,510172,7,Germany
161,162,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Faint,Warner Records,45,175,24,509781,7,Germany
162,163,spotify:track:2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),Def Jam Recordings,163,168,10,509022,7,Germany
163,164,spotify:track:6eWAWHm0cuOaPGDWhoLJ7s,Myles Smith,Nice To Meet You,RCA Records Label,129,200,9,507397,7,Germany
164,165,spotify:track:7AOJcugo17Kr1WUheSI6Oq,"Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer",Mädchen auf dem Pferd,Zeitgeist,1,-1,78,507394,7,Germany
165,166,spotify:track:6xLxMr7gbDdz7VWSx0IBt7,"Jazeek, Milano",Do you lie,NINETYNINE MUSIC x Good Kid Records x Ventura Records,5,150,32,504875,7,Germany
166,167,spotify:track:0Xh6R6XLoTDRBYriQRgkHj,"David Guetta, Kid Cudi",Memories (feat. Kid Cudi),Parlophone (France),66,-1,74,504685,7,Germany
167,168,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,4,155,79,504028,7,Germany
168,169,spotify:track:6s8WSX1MxNThrot8ThI6fG,Travis Scott,4X4,Cactus Jack / Epic,15,96,4,502707,7,Germany
169,170,spotify:track:5PXyx1fPESlth6esgMnQaA,"Ataypapi, KARDO",100 (HERMES BAGS),Ataypapi x KARDO,170,-1,1,501135,7,Germany
170,171,spotify:track:4lArhqEySHQwMKkWkPXQEK,"HBz, 2 Engel & Charlie",Erinner mich,JINX Music,24,183,34,501069,7,Germany
171,172,spotify:track:4wfRzIMj4H0mhJsKtcL7ec,YAKARY,JLO,Life is Pain,34,34,2,500796,7,Germany
172,173,spotify:track:5iviRbXQMPPJJrK6nTjYGA,Nimo,Mittelmeer,MOONBOYS ENTERTAINMENT/Warner Music Central Europe,18,119,13,499968,7,Germany
173,174,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,53,165,212,499925,7,Germany
174,175,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,10,171,40,499694,7,Germany
175,176,spotify:track:50mQStZYV5QFgyGK9GOVZg,"Capital Bra, Ufo361",Neymar,Bra Musik,1,170,75,499313,7,Germany
176,177,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,"Lady Gaga, Colby O'Donis",Just Dance,Streamline/Interscope,152,180,6,498712,7,Germany
177,178,spotify:track:59hwJ5R44DZIGrP5LX8xPT,AYLIVA,Beifahrer,Whiteheart Records/WM Germany,9,187,36,498290,7,Germany
178,179,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Vance Joy,Riptide,Atlantic Records,62,186,139,497723,7,Germany
179,180,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,33,145,40,496763,7,Germany
180,181,spotify:track:58zHoX9U5VlSXLUUmWTfe2,Wir sind Helden,Denkmal,Virgin,149,188,4,495044,7,Germany
181,182,spotify:track:4WeHpXTdNPBa3WI1qLI84W,Souly,Das erste Mal,Souly,79,133,13,494884,7,Germany
182,183,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,131,161,51,494289,7,Germany
183,184,spotify:track:4nhVcZdq5bevpTzjNZAoz4,Provinz,Sommer macht melancholisch,Provinz,83,83,2,492915,7,Germany
184,185,spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,7,126,17,492543,7,Germany
185,186,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,54,149,34,492323,7,Germany
186,187,spotify:track:2QcdW7XNdYQTpkTWVEkCHL,Reynmen,Çatma Yarim,Houze Istanbul,187,-1,1,491534,7,Germany
187,188,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,29,176,49,491113,7,Germany
188,189,spotify:track:086edN2nz8TjB3zddIdlPn,"SDP, Sido, Esther Graf",Mama hat gesagt,Nur Musik Ist Schöner,10,184,41,490713,7,Germany
189,190,spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn,Rihanna,Don't Stop The Music,Def Jam Recordings,187,-1,2,490425,7,Germany
190,191,spotify:track:4UKQ8zZQ92nTdxQpz6VrPv,bac,Rosaroter Tee,Polydor,28,173,17,487209,7,Germany
191,192,spotify:track:7HmfBkrNTmW0UUp9en5G9M,CIVO,Wie man liebt,Good Kid Records & Ventura Records,192,-1,1,486838,7,Germany
192,193,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,108,147,9,485053,7,Germany
193,194,spotify:track:30vg2QguPyaa7PcAJTn9YE,YAKARY,sonnenbank.mp3,Life is Pain,1,189,60,484955,7,Germany
194,195,spotify:track:6STLf3333T98Buf6L9Sqtr,"Eli Preiss, makko",Sailor Moon,upstairs,195,-1,1,484791,7,Germany
195,196,spotify:track:7qiUjLVo6zLj8WmxPMqoXD,CRO,Einmal um die Welt,BMG Rights Management,83,-1,98,484710,7,Germany
196,197,spotify:track:7fc7Z9hY2hzimmFvo2JO8p,"$OHO BANI, Herbert Grönemeyer, Ericson","ZEIT, DASS SICH WAS DREHT",Epic/$OHO BANI,1,181,51,483909,7,Germany
197,198,spotify:track:4suI4sQXGwWUTVPnNLb2C6,Shirin David,schlau aber blond,Juicy Money Records,198,-1,1,482961,7,Germany
198,199,spotify:track:6X1mehC9bJ1ExEip4HB79W,Die Prinzen,Alles nur geklaut,BMG Rights Management GmbH,61,-1,28,480942,7,Germany
199,200,spotify:track:5F6SWgvyg6PYxmeAHhoXxJ,Filow,Rasenschach,1UP Management GmbH,14,177,34,480896,7,Germany
0,1,spotify:track:36w8f4Cl7JqTbFDamAdq8Q,AYLIVA,Wie?,Whiteheart Records/Warner Music Central Europe,1,-1,1,5690954,8,Germany
1,2,spotify:track:4x7j9ed3FRH6CHj27kiTQ3,Oimara,Wackelkontakt,stereopolrecords / ZEITGEIST for Virgin Records,2,2,6,5640595,8,Germany
2,3,spotify:track:6j8OrKDQHxXakjA7KKbWzj,Zartmann,tau mich auf,Bamboo Artists/Epic,1,1,4,5402336,8,Germany
3,4,spotify:track:6yT1Qf1EKbUfiROeOWtzeN,"Bausa, Jazeek",Wenn der Himmel weint,A Million Music/WM Germany,4,-1,1,4555703,8,Germany
4,5,spotify:track:3COS5kuid5EKAfN2klE84V,Sosa La M,Northside,GOLD LEAGUE,5,-1,1,3267950,8,Germany
5,6,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,4,19,2831071,8,Germany
