rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,-1,1,"2784854"
2,"spotify:track:4GkgNC3bpLqXyuxWvlNfKI","Guè, Rose Villain","Oh Mamma Mia (feat. Rose Villain)","Universal Music Italia srL.",2,-1,1,"2660499"
3,"spotify:track:6Ajvu1afirjocbZK934qqh","Simba La Rue, Tony Boy, FT Kings","AYAHUASCA (feat. Tony Boy)","Warner Music",1,1,2,"2564674"
4,"spotify:track:1RZQfURtYA7RYzontyWTI5","Guè, Artie 5ive","Akrapovič (feat. Artie 5ive)","Universal Music Italia srL.",4,-1,1,"2543100"
5,"spotify:track:6cGhVnQAJRxGVsltCU06vF","Guè","Vibe","Universal Music Italia srL.",5,-1,1,"2342138"
6,"spotify:track:0M6Rh4nTaxVJefzV9IAVFq","Guè, Stadio","Meravigliosa (feat. Stadio)","Universal Music Italia srL.",6,-1,1,"2173462"
7,"spotify:track:41lOxc6ARYZPXpKeMWcHsD","Pinguini Tattici Nucleari","Islanda","Epic",1,5,9,"2124119"
8,"spotify:track:2DkiFEQ1ihXcYKaIRsfGFp","Marracash","LEI","Universal Music Italia srL.",1,2,5,"2118206"
9,"spotify:track:62OO2X47vPk5WxTx68HDqg","Artie 5ive, Niky Savage","BAMBOLA (feat. Niky Savage)","Warner Music",2,3,5,"2108118"
10,"spotify:track:4X4R6qsIicxIQIFbnDcJLO","Olly, Juli","Scarabocchi","Epic",4,4,12,"2061658"
11,"spotify:track:2iCVUhdByNBLrn7qJ15uub","Guè, Shiva","Da 0 a 100 (feat. Shiva)","Universal Music Italia srL.",11,-1,1,"2035269"
12,"spotify:track:2L16IuIQgLL1HupWGN4F4t","Cesare Cremonini","Ora che non ho più te","Universal Music Italia srL.",1,6,17,"1974246"
13,"spotify:track:1QcmAp6Ev2HuYxKujUwnw0","Alfa","il filo rosso","Artist First",2,7,13,"1872365"
14,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",14,179,2,"1805147"
15,"spotify:track:5nFyfjGy6AMZqkW0OMUWJJ","Olly, Angelina Mango, Juli","Per due come noi","Epic",1,9,19,"1784547"
16,"spotify:track:5mOazYGaNJnv1zxMyNH6Rc","Guè, chiello","Non Lo So (feat. chiello)","Universal Music Italia srL.",16,-1,1,"1781532"
