rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6qqrTXSdwiJaq8SO0X2lSe","Alex Warren","Ordinary","Atlantic Records",1,6,6,"1871905"
2,"spotify:track:6u9MrPWzCXj0pQjuglCyqy","Roxy Dekker","Jouw Idee","Warner Music Benelux",2,2,2,"1831734"
3,"spotify:track:1Oq4ei25SeGivbXLcCnz7z","Roxy Dekker","Casual","Warner Music Benelux",1,1,2,"1692847"
4,"spotify:track:2zqqu4TbRW3yOI5wqdrgDL","Antoon","Beetje Van Mij","Atlantic Records Benelux",1,4,6,"1354449"
5,"spotify:track:62iG1lk8qtd26ldgzCdRh5","Roxy Dekker","Ga Dan!","Warner Music Benelux",1,3,9,"1344593"
6,"spotify:track:0b9RNAzGtDRRMQS1cF9HXT","Claude","C'est La Vie","Cloud 9 Digital",2,9,3,"1140710"
7,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",4,12,15,"1063765"
8,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",3,11,22,"1003143"
9,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",1,10,31,"983102"
10,"spotify:track:4x7j9ed3FRH6CHj27kiTQ3","Oimara","Wackelkontakt","stereopolrecords / ZEITGEIST for Virgin Records",7,13,5,"980955"
11,"spotify:track:3LPLRNr58Z9Pn0clnEtkXb","Doechii","Anxiety","Top Dawg Entertainment/Capitol Records",11,25,2,"973564"
12,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",1,15,22,"924015"
13,"spotify:track:0KfKG23F2eWsq3iJazXYvS","Roxy Dekker","Proost","Warner Music Benelux",7,7,2,"913191"
14,"spotify:track:1lzzSzBejW6m8UN2PdRsDv","FLEMMING, Mart Hoogkamer","100%","8Ball Music / NRGY Music",14,17,4,"905534"
15,"spotify:track:2dUJ0xW4XC89CC6gD7mjwi","Roxy Dekker, Koen","1 Nacht","Warner Music Benelux",5,5,2,"887627"
16,"spotify:track:03rS8yQDtIHaDuUewAbEe7","LUNA","Liefste","LASER [BNL]",16,24,3,"861530"
17,"spotify:track:5ITV0zqzjOYfFWpW0xBmRa","WizTheMc, bees & honey","Show Me Love","Bamboo Artists",17,22,4,"842519"
18,"spotify:track:3BntzKsnLf2pc0dsvE3Zav","Teddy Swims","Bad Dreams","Warner Records",5,23,27,"815119"
19,"spotify:track:6mkkFCI8p2eR7D5FOjfmzm","Noano, Emms","Waka","Universal Music, a division of Universal International Music BV",2,16,8,"805062"
20,"spotify:track:0vrKBjEBQAVn3sdhIXmpHE","Yves Berendse","Terug In De Tijd","Dino Music",1,21,44,"795000"
21,"spotify:track:3HcIbVeDYLg8u2DiqM4zuT","Sven Versteeg, Likke Pêhp","Blikkendag","Dino Music",8,20,19,"766552"
22,"spotify:track:2TXDgE4nZbwdbfAW7Tr6Ll","Roxy Dekker, Russo","Guilty Pleasure","Warner Music Benelux",8,8,2,"705277"
23,"spotify:track:6MUfSTr5MKTgX9oziFxx8c","Roxy Dekker, Ronnie Flex","Gaan We Weg?","Warner Music Benelux",1,14,36,"693235"
24,"spotify:track:2VyvDGdcVY04cNYou9MFVX","PAWSA, The Adventures Of Stevie V","Dirty Cash (Money Talks)","Altra Moda Music",8,29,18,"662321"
25,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",4,28,44,"647120"
26,"spotify:track:6iycYUk3oB0NPMdaDUrN1w","Playboi Carti","EVIL J0RDAN","AWGE/Interscope Records",26,-1,1,"631874"
27,"spotify:track:2K7HqkHEUfz7c4BzEO33Qd","Yves Berendse, Emma Heesters","Alleen Met Jou","Dino Music",7,31,25,"626148"
28,"spotify:track:67wewfYRTUs6OxfmgGfRho","Roxy Dekker","Sugardaddy","Warner Music Benelux",1,19,51,"612265"
29,"spotify:track:0GYx8Q9iS05CRe9kyzwAIL","CYRIL, maryjo","Still Into You","Spinnin' Records",17,33,11,"608857"
30,"spotify:track:0ydx75YiFzLjjQknKFNFwt","Alex Warren","Burning Down","Atlantic Records",30,46,25,"590026"
31,"spotify:track:2LHNTC9QZxsL3nWpt8iaSR","Lady Gaga","Abracadabra","Interscope Records",14,30,7,"578667"
32,"spotify:track:6GOOcBV0wLoHrH5D9AWA32","Morgan Seatree, Florence + The Machine","Say My Name - Remix","Positiva",28,37,7,"559279"
33,"spotify:track:5L5wa7XXoPrleRSuwBiHHR","Chavanté, Qlas, kans, Oykie","The Baddest","Top Notch Music BV",32,35,4,"557033"
34,"spotify:track:5D50iIozof7VABnwls2H13","Zoë Tauran, Idaly","Voorzichtig","Universal Music, a division of Universal International Music BV",22,32,5,"546155"
35,"spotify:track:1nzVNvN2bLkN8AMjfTxvTT","Suzan & Freek","Ken Je Dat Gevoel","Sony Music Entertainment",16,39,10,"541873"
36,"spotify:track:3qbb77qMxI5v013fqfRUzc","Roxy Dekker","Satisfyer","Warner Music Benelux",4,26,71,"537911"
37,"spotify:track:5o0osRx8kYJTOqlOSggr9Z","Alex Warren","Carry You Home","Atlantic Records",12,50,42,"532164"
38,"spotify:track:5UJbgR4XF4y1DvbkxEqe8S","Tate McRae","Sports car","RCA Records Label",19,34,8,"522973"
39,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",3,48,83,"516747"
40,"spotify:track:4KCbrGjAVjAN6ZmvHtcDtX","Roxy Dekker","Over Datum","Warner Music Benelux",18,18,2,"512291"
41,"spotify:track:52dEZA0A4siRTuA4e8w3ll","Martin Garrix, Jex","Told You So","Virgin",27,44,17,"506731"
42,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",8,38,31,"505061"
43,"spotify:track:6eWAWHm0cuOaPGDWhoLJ7s","Myles Smith","Nice To Meet You","RCA Records Label",25,47,19,"495761"
44,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",2,52,61,"491381"
45,"spotify:track:68qeaZhtMZ6abrJCYt6nQn","Playboi Carti, The Weeknd","RATHER LIE (with The Weeknd)","AWGE/Interscope Records",45,-1,1,"490093"
46,"spotify:track:2QwAzwjpruvSZ83t7wlZVD","Martin Morero","Spijt Is Voor Later","Dino Music",3,45,14,"487245"
47,"spotify:track:7GWU6dQFjYF5YpsAUwZfGq","Racoon","Oceaan","Sony Music Entertainment",25,55,355,"467635"
48,"spotify:track:4ZI2g8wtdJOLdPf6TFwitA","Frsh, LA$$A","Je Bent Leuk","Its a Lifestyle",48,-1,1,"464725"
49,"spotify:track:5nPbKG04fhLkIAjcPFaZq7","HUGEL, Topic, Arash, Daecolm","I Adore You (feat. Daecolm)","Virgin",17,43,34,"458730"
50,"spotify:track:2262bWmqomIaJXwCRHr13j","Gigi Perez","Sailor Song","Gigi Perez PS/ Island",4,53,30,"455360"
51,"spotify:track:4xTjO1NgHBEbINFUQ9Kgao","Robert van Hemert","Zoet, Zout, Zuur","Cornelis Music",4,49,60,"454577"
52,"spotify:track:2AeMy7dwvoPuof6xDmncUP","Turfy Gang, Russo","Ushuaia","BOOMIN' RECORDS",1,42,28,"445516"
53,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",11,41,29,"439087"
54,"spotify:track:1sqe31TzOsjCeex1INgmsq","Donnie, Marco Schuitmaker","Hier Mag Alles","8ball Music / Maradonnie / Dino Music",4,51,69,"437413"
55,"spotify:track:74vBh0Da8FCjtvg8BpnbS2","Roxy Dekker","Industry Plant","Warner Music Benelux",1,27,25,"428444"
56,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",4,57,49,"389554"
57,"spotify:track:1B7xiLBhKRBpD5KlnEWtrR","Cameron Whitcomb","Medusa","Atlantic Records",57,61,11,"388411"
58,"spotify:track:2FAZskT9yRjp2Oow9szJD8","Chrystal, NOTION","The Days - NOTION Remix","Polydor Records",52,64,10,"383159"
59,"spotify:track:6rXBU7UOqIzH2tiy5LvNFn","Ronnie Flex, S10, ILLIE","Flemming","ADF ENT",59,-1,1,"381224"
60,"spotify:track:2A1aS3mwuGuX2yk1bgxOvA","BL3SS, CamrinWatsin, bbyclose","Kisses (feat. bbyclose)","Atlantic Records UK",13,59,33,"378653"
61,"spotify:track:2usgKLp2V6HTqOXh9rlETr","Kevin, Idaly","SOS","Animal Stories / Noah’s Ark BV",9,58,15,"373903"
62,"spotify:track:7cD21ITGK5fz7PxAHeSWgZ","Claude, Zoë Tauran","Je T'aime","Cloud 9 Digital",31,60,19,"372812"
63,"spotify:track:7hR22TOX3RorxJPcsz5Wbo","Morgan Wallen","Love Somebody","Big Loud Records / Mercury Records / Republic Records",32,62,17,"369167"
64,"spotify:track:7EW7Yivb93qKAtp5qEm5of","Lil Tecca","Dark Thoughts","Galactic / Republic Records",64,-1,1,"368251"
65,"spotify:track:209ome2hTUS6eGbnlldYNU","Joshua Robbie, Lange Frans","I Surrender - Remix","Lange Frans B.V.",14,54,12,"366804"
66,"spotify:track:1BJJbSX6muJVF2AK7uH1x4","Adam Port, Stryv, Keinemusik, Orso, Malachiii","Move","Keinemusik",2,63,41,"363815"
67,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",42,76,96,"354841"
68,"spotify:track:3dj4wgM3cPeuLwMNHDuBon","Teddy Swims","The Door","Warner Records",22,70,64,"352804"
69,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",26,74,141,"344687"
70,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",18,86,62,"334943"
71,"spotify:track:2374M0fQpWi3dLnB54qaLX","TOTO","Africa","Columbia",31,81,357,"333970"
72,"spotify:track:541sN2qNfIlllGn9nGOQoC","Tate McRae","Revolving door","RCA Records Label",23,56,4,"332868"
73,"spotify:track:5xHgo5JN0wfsV41HnRaos5","Chappell Roan","The Giver","Chappell Roan PS/ Island",73,-1,1,"332857"
74,"spotify:track:632IWoMbDNYr8J5jPJY3Tc","Ronnie Flex, KM, Neema Nekesa","Oneindig","ADF ENT",74,-1,1,"332201"
75,"spotify:track:0h3Xy4V4apMraB5NuM8U7Z","CYRIL","Stumblin' In","Spinnin' Records",5,72,57,"332002"
76,"spotify:track:4MsGEDdSdgs4lWSJQIIf8z","Chef'Special","C’est La Vie","Kaiser Records",49,68,11,"331496"
77,"spotify:track:6i4roOAXcuHWfmFuYFXZti","Son Mieux","Have A Little Faith","Universal Music, a division of Universal International Music BV",50,75,10,"330423"
78,"spotify:track:3VdooJLOy4tLxKpnn46SMP","Playboi Carti, Travis Scott","CRUSH (with Travis Scott)","AWGE/Interscope Records",78,-1,1,"329640"
79,"spotify:track:1xAqlP0wv3XCSoEICoa3kf","Teddy Swims","Guilty","Warner Records",66,78,8,"327741"
80,"spotify:track:2XxpxQ1PeQhPMVikjKnmJy","Alex Warren","Before You Leave Me","Atlantic Records",33,98,46,"326194"
81,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",76,83,77,"324726"
