rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6j8OrKDQHxXakjA7KKbWzj","Zartmann","tau mich auf","Bamboo Artists/Epic",1,2,6,"5339695"
2,"spotify:track:4x7j9ed3FRH6CHj27kiTQ3","Oimara","Wackelkontakt","stereopolrecords / ZEITGEIST for Virgin Records",1,1,8,"4054128"
3,"spotify:track:36w8f4Cl7JqTbFDamAdq8Q","AYLIVA","Wie?","Whiteheart Records/Warner Music Central Europe",1,3,3,"3195677"
4,"spotify:track:2qX5NeJHw3LGR2cNoY8qbK","YAKARY","me & you","Life is Pain",4,6,2,"2953856"
5,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,4,21,"2570218"
6,"spotify:track:1musbempyJAw5gfSKZHXP9","Doechii","Anxiety","Top Dawg Entertainment/Capitol Records",6,-1,1,"2467142"
7,"spotify:track:3FjK86616FbluOfTxNK2gY","Sleepy Hallow, Doechii","ANXIETY (feat. Doechii)","Winners Circle/RCA Records",5,5,3,"2295393"
8,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",3,9,30,"1954545"
9,"spotify:track:5ITV0zqzjOYfFWpW0xBmRa","WizTheMc, bees & honey","Show Me Love","Bamboo Artists",9,17,5,"1908460"
10,"spotify:track:2uj2UZwhooohVKQREM7Wx8","makko, Miksu / Macloud","STREIT","Futura",10,-1,1,"1891889"
11,"spotify:track:3COS5kuid5EKAfN2klE84V","Sosa La M","Northside","GOLD LEAGUE",5,8,3,"1843228"
12,"spotify:track:61lNxSCj38lvmZjJZuhXSt","reezy","SABÍA QUE NO","Four Music/Teenager Forever",1,12,9,"1749206"
13,"spotify:track:6yT1Qf1EKbUfiROeOWtzeN","Bausa, Jazeek","Wenn der Himmel weint","A Million Music/WM Germany",4,7,3,"1678672"
14,"spotify:track:1EDPVGbyPKJPeGqATwXZvN","Linkin Park","The Emptiness Machine","Warner Records",1,11,27,"1673633"
15,"spotify:track:2LHNTC9QZxsL3nWpt8iaSR","Lady Gaga","Abracadabra","Interscope Records",5,19,6,"1672952"
16,"spotify:track:6qqrTXSdwiJaq8SO0X2lSe","Alex Warren","Ordinary","Atlantic Records",16,18,5,"1672408"
17,"spotify:track:235xKO4bBzMHn21U1dAVbK","Ufo361","Private","Stay High",17,-1,1,"1592231"
18,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",2,14,21,"1584225"
19,"spotify:track:5CFKi3p7VdAdaUa60gahNh","Jazeek, Lune","Ma Baby 2","NINETYNINE MUSIC x Good Kid Records x Ventura Records",19,-1,1,"1572174"
20,"spotify:track:559mLg44MrcA7JzYGbpXfL","MilleniumKid, JBS","Vielleicht Vielleicht","Warner Music Central Europe",20,31,61,"1411845"
21,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",9,22,14,"1411355"
22,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",3,13,29,"1404882"
23,"spotify:track:1cXo8i9dgutdqjhjz3Zwqq","Zartmann, Drumla, Dauner","eehhhyyy","Bamboo Artists/Epic",13,30,36,"1376333"
24,"spotify:track:18o2gKM9pMyEWWAT9ZaGvr","ZAH1DE","Mona Lisa Motion","Ventura Records",22,24,3,"1264772"
25,"spotify:track:1v1cijv1qjMJ5o9OvMWACS","Nina Chuba","Fata Morgana","Jive",3,25,18,"1257105"
26,"spotify:track:5lsYXP02jd62YmG4iARPTK","CRO, jolle","Märchenwald","Columbia/truworks records",26,-1,1,"1246877"
27,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",7,28,43,"1212922"
28,"spotify:track:2FAZskT9yRjp2Oow9szJD8","Chrystal, NOTION","The Days - NOTION Remix","Polydor Records",21,32,11,"1199730"
29,"spotify:track:4b3W0IbHDwHCvjSs708Tr4","AYLIVA, Apache 207","Wunder","Whiteheart Records/WM Germany",1,29,46,"1196036"
30,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,36,60,"1141354"
31,"spotify:track:6WpRQIRWVfmaS6gr22Zxh0","Der Heimer, Symba, SDP","Angels Sippen Mashup","Der Heimer",14,26,4,"1125521"
32,"spotify:track:4495xO2HkmqoYIxQO2FvAH","Jazeek","Ma Baby","NINETYNINE MUSIC x Good Kid Records x Ventura Records",1,42,18,"1118611"
33,"spotify:track:4kbkYbhWNiSJraySknB4hD","Abor & Tynna","Baller","Jive",16,16,2,"1093722"
34,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",7,34,26,"1045004"
35,"spotify:track:2ccrHH7JIwIF8V8kaQ1jw4","Oimara, HBz, Luca-Dante Spadafora","Wackelkontakt - HBz x Luca-Dante Spadafora Remix","stereopolrecords / ZEITGEIST for Virgin Records",15,15,3,"1038703"
36,"spotify:track:2262bWmqomIaJXwCRHr13j","Gigi Perez","Sailor Song","Gigi Perez PS/ Island",8,41,27,"1033560"
37,"spotify:track:5nPbKG04fhLkIAjcPFaZq7","HUGEL, Topic, Arash, Daecolm","I Adore You (feat. Daecolm)","Virgin",18,45,34,"1029101"
38,"spotify:track:05ayHD9SFkfqhVUOUxBOyv","Tream, Mia Julia","HERZBLATT (AUA AUA)","3AM MUSIC",9,23,8,"1010165"
39,"spotify:track:3BntzKsnLf2pc0dsvE3Zav","Teddy Swims","Bad Dreams","Warner Records",24,48,19,"1005946"
40,"spotify:track:096hSRX6pHenZislIOv3Sw","Gzuz","Kreidebleich","187 Strassenbande",40,-1,1,"1001480"
41,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",2,55,61,"994646"
42,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",6,35,24,"990109"
43,"spotify:track:4eIdT2bW2gaTDdJnMgt7Ue","Amo","Dunya","Epic/385i",15,44,3,"989006"
44,"spotify:track:7qkjnUILqzn2GjkZfRcH7Z","jolle","alle märchen sind gelogen","jolle",38,43,3,"970625"
45,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",43,51,228,"966603"
46,"spotify:track:2A1aS3mwuGuX2yk1bgxOvA","BL3SS, CamrinWatsin, bbyclose","Kisses (feat. bbyclose)","Atlantic Records UK",22,47,31,"966462"
47,"spotify:track:6leQi7NakJQS1vHRtZsroe","Pashanim","Mittelmeer","Urban",1,53,42,"963446"
48,"spotify:track:4il87YHqSV9UqbBkXM7z7m","Tate McRae","Sports car","RCA Records Label",27,62,7,"927547"
49,"spotify:track:4hYinIaRxdaoEFSQni6K6I","Wir sind Helden","Nur ein Wort","Virgin",39,59,9,"915485"
50,"spotify:track:7yNQ5oPcuCC4wTqTcMRIrE","Ely Oaks","Running Around","Robots & Humans",50,52,5,"908250"
51,"spotify:track:4mVhmpRtHuzMFJlU3an4eG","makko, Miksu / Macloud","LICHTER AUS","Futura",12,142,6,"882256"
52,"spotify:track:7bkUa9kDFGxgCC7d36dzFI","Berq","Rote Flaggen","Urban",3,57,37,"879768"
53,"spotify:track:0Mvc2FRCYnVjMTd4jx4DMq","Zartmann, Ski Aggu, Dauner","wie du manchmal fehlst","Bamboo Artists/Epic",5,65,41,"873755"
54,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",8,50,9,"871405"
55,"spotify:track:3VIEbpdr64a1mNSa8MqBAm","Fäaschtbänkler","ALL IN (Lieblingslieder)","Rosenklang",21,21,8,"853133"
56,"spotify:track:5oZhVe2siY0lta6THxawAR","LACAZETTE, JR.","PPP","LACAZETTE",20,20,2,"834715"
57,"spotify:track:7HTbrUVnzVyU7U8Jm4ZyZo","AYLIVA","Lieb mich","Whiteheart Records/WM Germany",1,49,25,"830546"
58,"spotify:track:4QveIIDRvuV7aKGOqDAbuP","ZAH1DE","Ballert auf Lautlos","Ventura Records",41,46,7,"821001"
59,"spotify:track:2uBKQbVcw8G9m34lGYM6VA","GIMS","NINAO","Play Two",59,134,2,"808274"
60,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",9,78,48,"805830"
61,"spotify:track:3ilgxZl5g7MOQCUiky3VOG","Pashanim","Ms. Jackson","Urban",1,81,81,"805012"
62,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",13,76,124,"803613"
63,"spotify:track:3B32IYD2zmDza2Pp17xqgV","benno!","Dein Mann Freestyle","Epic Local",55,69,3,"789065"
64,"spotify:track:5RKQ5NdjSh2QzD4MaunT91","Journey","Don't Stop Believin' (2022 Remaster)","Columbia/Legacy",28,73,108,"786882"
65,"spotify:track:1XhEwA9KL44MtKNfHEc2NJ","Eno, Dardan, Daniel Slump","WER MACHT PARA 3","Warner Music Central Europe",7,38,3,"777457"
66,"spotify:track:2FiJGvN3fiXMwms9IftNV0","FiNCH, Tream","LiEBE AUF DER RÜCKBANK","Walk This Way Records",17,39,92,"775538"
67,"spotify:track:31nfdEooLEq7dn3UMcIeB5","BENNETT","Vois sur ton chemin - Techno Mix","Warner Music Central Europe",1,84,84,"756902"
68,"spotify:track:1BJJbSX6muJVF2AK7uH1x4","Adam Port, Stryv, Keinemusik, Orso, Malachiii","Move","Keinemusik",3,106,40,"754595"
69,"spotify:track:0h3Xy4V4apMraB5NuM8U7Z","CYRIL","Stumblin' In","Spinnin' Records",7,102,61,"745176"
70,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",26,87,90,"742289"
71,"spotify:track:4TwEdnSiTPDR1vg1QZ5K8W","David Guetta, Sia","Beautiful People","Atlantic Records UK",71,-1,1,"730363"
72,"spotify:track:4QNpBfC0zvjKqPJcyqBy9W","Pitbull, AFROJACK, Ne-Yo, Nayer","Give Me Everything (feat. Nayer)","Mr.305/Polo Grounds Music/J Records",56,56,47,"729455"
73,"spotify:track:0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","OA Entertainment/Columbia",73,-1,1,"726260"
74,"spotify:track:4nV2TbyTbGljX58MKwPxvm","LACAZETTE","LID","LACAZETTE",2,83,24,"722153"
75,"spotify:track:13QjwdjKiFrKzYznJu6iiP","Shirin David","bauch beine po","Juicy Money Records",1,66,33,"721014"
76,"spotify:track:2O8k1wqMQ0HlfYUO8c4HQR","Kane","Frieden","Four Music/Bipolar Berlin",33,33,2,"720974"
77,"spotify:track:0uSHA5dbsCRMmzbidwhKwl","Sosa La M, Luciano","Butcher","GOLD LEAGUE",4,91,14,"717767"
78,"spotify:track:541sN2qNfIlllGn9nGOQoC","Tate McRae","Revolving door","RCA Records Label",71,79,3,"717509"
79,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",9,89,62,"716641"
80,"spotify:track:4yNd1xo3DZ75MqPMscauEG","YAKARY, Jamule","Moonlight Dreams","Life is Pain",7,152,22,"715636"
81,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",49,90,94,"712959"
82,"spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt","Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike","Thank You (Not So Bad)","Ministry of Sound Recordings",13,94,63,"711567"
83,"spotify:track:4mUR5Tv0CvJtpmnUtzeIgd","Lady Gaga","Garden Of Eden","Interscope Records",83,-1,1,"706998"
84,"spotify:track:0JtDPZDAIEIZbE1y7aSjTB","badchieff","EIN TEIL VON MIR","Four Music/Two Sides",14,67,6,"701538"
85,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",24,82,41,"700162"
86,"spotify:track:77p59nG1oU5pzd20rPxBwC","Jazeek, Luciano, Miksu / Macloud","PLAYBOYBUNNIES","NINETYNINE MUSIC x Good Kid Records x Ventura Records",3,97,23,"698685"
87,"spotify:track:59hwJ5R44DZIGrP5LX8xPT","AYLIVA","Beifahrer","Whiteheart Records/WM Germany",9,75,39,"696378"
88,"spotify:track:0U6X8jiH7iHREOZKo8yajq","CRO","Ein Teil","BMG Rights Management",88,139,13,"694786"
89,"spotify:track:1eTaznNW4Xxtx9za2SMTXB","Doechii","DENIAL IS A RIVER","Top Dawg Entertainment/Capitol Records",89,117,6,"694229"
90,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",33,96,219,"694171"
91,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",15,104,309,"692368"
92,"spotify:track:3fjiwCX81JYQufIpoVmOIg","Kolja Goldstein","KOUWE OUWE (First Day Out)","Chapter One",92,-1,1,"690423"
93,"spotify:track:2FGKofI4AJN91ofBNDmWWB","Wale, Sam Dew","LoveHate Thing (feat. Sam Dew)","MMG/Atlantic",31,77,6,"688108"
94,"spotify:track:5EcG8eMMlwkHRVa4aTR1qd","Rihanna","Breakin' Dishes","Def Jam Recordings",31,92,12,"681979"
95,"spotify:track:3pPMgoouYtezLiBTEeL9be","FOURTY, Bausa, CHEKAA","VEMPA","Life is Pain",3,115,47,"679162"
96,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",57,121,84,"679161"
97,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",2,108,83,"676358"
98,"spotify:track:0aB0v4027ukVziUGwVGYpG","Kendrick Lamar, Lefty Gunplay","tv off (feat. lefty gunplay)","pgLang, under exclusive license to Interscope Records",16,72,14,"673367"
99,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",18,80,12,"673013"
100,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",28,98,38,"672651"
101,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",15,120,47,"660295"
102,"spotify:track:7qiUjLVo6zLj8WmxPMqoXD","CRO","Einmal um die Welt","BMG Rights Management",83,136,101,"660268"
103,"spotify:track:69yw1KhYUuGwUbOImS0jju","RIAN","Verwandtschaftstreffen","Born & Raised/Warner Music Central Europe",103,124,6,"656612"
104,"spotify:track:30vg2QguPyaa7PcAJTn9YE","YAKARY","sonnenbank.mp3","Life is Pain",1,188,63,"656453"
105,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",10,109,210,"653319"
106,"spotify:track:2a1o6ZejUi8U3wzzOtCOYw","Don Omar, Lucenzo","Danza Kuduro","UMLE - Machete",54,110,115,"648425"
107,"spotify:track:0rtDE9zfXbamTlRUSwY7zy","Mark Ambor","Belong Together","Hundred Days Records, LLC",4,126,52,"640345"
108,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",52,95,5,"637183"
109,"spotify:track:2HBBM75Xv3o2Mqdyh1NcM0","Linkin Park","Heavy Is the Crown","Warner Records",3,112,25,"634913"
110,"spotify:track:4MSj19TwYBLgDFj3ddEeco","Lost Frequencies, Tom Odell","Black Friday (pretty like the sun)","UROK",9,133,33,"634835"
111,"spotify:track:0dAorlY72lV0wIFf7ZWLsd","LACAZETTE","S&S","LACAZETTE",9,113,15,"630255"
112,"spotify:track:26rTaeKpaLCsa8xZ1yd9Up","FiNCH","WENN DU DUMM BiST","Walk This Way Records",8,71,7,"623249"
113,"spotify:track:3JG1uFc40wfyrqaWC7iv0e","Artemas","i like the way you kiss me","Artemas",1,116,52,"623094"
114,"spotify:track:1d4VELKuRjmSWWXSssqLjL","Jazeek","LV","NINETYNINE MUSIC x Good Kid Records x Ventura Records",10,100,5,"617980"
115,"spotify:track:6eWAWHm0cuOaPGDWhoLJ7s","Myles Smith","Nice To Meet You","RCA Records Label",115,156,12,"615094"
116,"spotify:track:2H7jZg2HliuQhZjfBblLrZ","Pashanim","Sommergewitter","Urban",1,162,181,"611575"
117,"spotify:track:4lArhqEySHQwMKkWkPXQEK","HBz, 2 Engel & Charlie","Erinner mich","JINX Music",24,86,37,"604696"
118,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",1,123,62,"604668"
119,"spotify:track:3wPPWcVuinAU7dXcJXtCID","Naughty Boy, Sam Smith","La La La","Virgin Records Ltd",15,114,12,"598607"
120,"spotify:track:5o0osRx8kYJTOqlOSggr9Z","Alex Warren","Carry You Home","Atlantic Records",120,178,13,"598018"
121,"spotify:track:6TwxfbWv60uq6SoskPJM8i","Harris & Ford, 2 Engel & Charlie","Explodiert","JINX Music",85,85,4,"595522"
122,"spotify:track:2uqYupMHANxnwgeiXTZXzd","Dasha","Austin (Boots Stop Workin')","Warner Records",17,179,48,"594009"
