rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6j8OrKDQHxXakjA7KKbWzj","Zartmann","tau mich auf","Bamboo Artists/Epic",1,1,2,"4690118"
2,"spotify:track:4x7j9ed3FRH6CHj27kiTQ3","Oimara","Wackelkontakt","stereopolrecords / ZEITGEIST for Virgin Records",2,2,4,"4446957"
3,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,3,17,"2935238"
4,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",4,85,25,"2512006"
5,"spotify:track:5ZLUm9eab8y3tqQ1OhQSHI","Lady Gaga","Abracadabra","Interscope Records",5,38,2,"2350163"
6,"spotify:track:61lNxSCj38lvmZjJZuhXSt","reezy","SABÍA QUE NO","Four Music/Teenager Forever",1,4,5,"2343286"
7,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",3,5,26,"2322609"
8,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",2,7,17,"1935809"
9,"spotify:track:1EDPVGbyPKJPeGqATwXZvN","Linkin Park","The Emptiness Machine","Warner Records",1,6,23,"1916888"
10,"spotify:track:1d4VELKuRjmSWWXSssqLjL","Jazeek","LV","NINETYNINE MUSIC x Good Kid Records x Ventura Records",10,-1,1,"1841798"
11,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",7,17,39,"1685082"
12,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",9,10,10,"1609904"
13,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",6,9,20,"1535125"
14,"spotify:track:13h9b9QExiGVYsAYDxpBHg","Mali, CANEY030, Eno, HoodBlaq","STEMPEL CC","Columbia/BE.ELA.QU GmbH",14,-1,1,"1525512"
15,"spotify:track:1v1cijv1qjMJ5o9OvMWACS","Nina Chuba","Fata Morgana","Jive",3,11,14,"1474474"
16,"spotify:track:2zsb697TLzjzMcRyhmuHt4","LACAZETTE","MNG","LACAZETTE",4,8,3,"1469554"
17,"spotify:track:0JtDPZDAIEIZbE1y7aSjTB","badchieff","EIN TEIL VON MIR","Four Music/Two Sides",14,14,2,"1452528"
18,"spotify:track:26rTaeKpaLCsa8xZ1yd9Up","FiNCH","WENN DU DUMM BiST","Walk This Way Records",8,15,3,"1392605"
19,"spotify:track:4495xO2HkmqoYIxQO2FvAH","Jazeek","Ma Baby","NINETYNINE MUSIC x Good Kid Records x Ventura Records",1,13,14,"1390268"
20,"spotify:track:05ayHD9SFkfqhVUOUxBOyv","Tream, Mia Julia","HERZBLATT (AUA AUA)","3AM MUSIC",9,19,4,"1388334"
21,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",18,188,22,"1354990"
